S,Input_d,d_ref,vel_ref,Input_vel,vel_md,vel_mi,curva,fuzzyOut,VELpwm_out,Input_theta,direccion,thethaPWM_out,E
S,40.00,9.30,10.23,14.96,12.47,17.45,10.00,0.07,604.02,-2.84,1.00,34.50,E
S,40.00,9.30,10.23,18.70,22.44,14.96,15.00,0.07,1023.00,-3.24,1.00,123.56,E
S,40.00,9.30,10.21,19.95,27.43,12.47,30.00,0.07,241.68,-2.46,1.00,31.61,E
S,40.00,9.30,10.23,13.71,14.96,12.47,5.00,0.07,418.44,-0.80,1.00,-98.62,E
S,40.00,9.30,10.23,24.93,27.43,22.44,10.00,0.07,1023.00,-0.95,1.00,-55.06,E
S,40.00,9.30,36.99,18.70,19.95,17.45,5.00,0.91,1023.00,-0.49,1.00,-68.90,E
S,40.00,9.30,39.75,17.45,17.45,17.45,0.00,0.99,1023.00,0.21,1.00,-187.41,E
S,40.00,9.30,36.99,26.18,27.43,24.93,5.00,0.91,1023.00,0.53,1.00,-100.53,E
S,40.00,9.30,36.99,24.93,24.93,24.93,0.00,0.91,1023.00,1.41,1.00,-311.73,E
S,40.00,9.30,36.99,17.45,18.28,16.62,5.00,0.91,1023.00,1.41,1.00,-341.23,E
S,40.00,9.30,36.99,23.69,22.44,24.93,5.00,0.91,1023.00,1.51,1.00,-319.00,E
S,40.00,9.30,10.21,13.71,7.48,19.95,25.00,0.07,461.81,1.16,1.00,-304.48,E
S,40.00,9.30,10.05,12.47,7.48,17.45,20.00,0.06,427.26,-0.84,1.00,-21.64,E
S,40.00,9.30,36.99,14.96,12.47,17.45,10.00,0.91,359.53,-2.23,1.00,66.81,E
S,40.00,9.30,36.99,13.71,17.45,9.97,15.00,0.91,-88.38,1.26,0.00,-284.06,E
S,40.00,9.30,10.21,13.71,19.95,7.48,25.00,0.07,436.01,-1.82,1.00,16.68,E
S,40.00,9.30,36.99,19.95,22.44,17.45,10.00,0.91,1023.00,-0.49,1.00,-74.78,E
S,40.00,9.30,36.99,24.93,27.43,24.93,10.00,0.91,1023.00,-0.23,1.00,-89.65,E
S,40.00,9.30,36.99,17.45,18.28,16.62,5.00,0.91,1023.00,0.08,1.00,-145.49,E
S,40.00,9.30,36.99,19.95,22.44,17.45,10.00,0.91,1023.00,-0.59,1.00,166.95,E
S,40.00,9.30,39.75,23.69,24.93,24.93,0.00,0.99,1023.00,0.43,1.00,-153.12,E
S,40.00,9.30,39.75,22.44,22.44,22.44,0.00,0.99,1023.00,0.65,1.00,-186.96,E
S,40.00,9.30,39.75,26.18,27.43,24.93,5.00,0.99,1023.00,0.86,1.00,-223.02,E
S,40.00,9.30,39.75,22.44,22.44,22.44,0.00,0.99,1023.00,1.14,1.00,-275.46,E
S,40.00,9.30,39.75,24.93,24.93,24.93,0.00,0.99,1023.00,1.39,1.00,-329.67,E
S,40.00,9.30,36.99,28.67,27.43,29.92,5.00,0.91,1023.00,1.62,1.00,-362.09,E
S,40.00,9.30,10.23,19.95,17.45,22.44,10.00,0.07,-823.97,0.99,0.00,-232.51,E
S,40.00,9.30,10.21,13.71,7.48,19.95,25.00,0.07,659.94,0.39,1.00,-205.40,E
S,40.00,9.30,10.05,12.47,9.97,14.96,10.00,0.06,572.65,-1.99,1.00,38.34,E
S,40.00,9.30,10.23,12.47,14.96,9.97,10.00,0.07,592.48,-1.24,1.00,-40.64,E
S,40.00,9.30,36.99,22.44,24.93,19.95,10.00,0.91,1023.00,-0.63,1.00,-81.13,E
S,40.00,9.30,39.75,17.45,17.45,17.45,0.00,0.99,1023.00,-0.31,1.00,-92.47,E
S,40.00,9.30,36.99,23.69,24.93,22.44,5.00,0.91,1023.00,0.33,1.00,-224.75,E
S,40.00,9.30,39.75,22.44,22.44,22.44,0.00,0.99,1023.00,0.65,1.00,-193.28,E
S,40.00,9.30,39.75,21.19,22.44,19.95,5.00,0.99,1023.00,0.80,1.00,-201.43,E
S,40.00,9.30,39.75,23.69,24.93,24.93,0.00,0.99,1023.00,1.23,1.00,-240.62,E
S,40.00,9.30,39.75,27.43,27.43,27.43,0.00,0.99,1023.00,1.76,1.00,-356.64,E
S,40.00,9.30,39.75,18.28,18.28,18.28,0.00,0.99,1023.00,1.87,1.00,-358.85,E
S,40.00,9.30,10.00,16.21,12.47,19.95,15.00,0.06,-69.74,0.79,0.00,-291.84,E
S,40.00,9.30,10.16,13.71,4.99,22.44,35.00,0.07,286.09,-0.10,1.00,-164.16,E
S,40.00,9.30,10.00,12.47,9.97,14.96,10.00,0.06,227.48,-2.80,1.00,113.73,E
S,40.00,9.30,10.37,11.22,19.95,4.99,30.00,0.07,468.09,-3.60,1.00,183.14,E
S,40.00,9.30,10.16,13.71,22.44,4.99,35.00,0.07,647.44,-3.52,1.00,199.85,E
S,40.00,9.30,10.37,12.47,19.95,4.99,30.00,0.07,776.93,-2.70,1.00,169.51,E
S,40.00,9.30,10.37,12.47,19.95,4.99,30.00,0.07,368.15,-2.30,1.00,164.69,E
S,40.00,9.30,10.05,13.71,19.95,7.48,25.00,0.06,318.07,-1.90,1.00,158.67,E
S,40.00,9.30,10.05,12.47,17.45,7.48,20.00,0.06,473.20,-1.76,1.00,206.61,E
S,40.00,9.30,10.21,13.71,19.95,7.48,25.00,0.07,72.32,-1.44,1.00,140.14,E
S,40.00,9.30,10.05,12.47,17.45,7.48,20.00,0.06,419.84,-0.78,1.00,106.37,E
S,40.00,9.30,10.00,13.71,17.45,9.97,15.00,0.06,397.31,-0.62,1.00,120.66,E
S,40.00,9.30,10.05,9.97,12.47,7.48,10.00,0.06,-568.93,-0.13,0.00,20.84,E
S,40.00,9.30,10.05,12.47,17.45,7.48,20.00,0.06,379.92,-0.96,1.00,147.02,E
S,40.00,9.30,10.21,12.47,17.45,7.48,20.00,0.07,350.47,-0.77,1.00,138.84,E
S,40.00,9.30,10.05,12.47,17.45,7.48,20.00,0.06,308.94,-0.42,1.00,127.05,E
S,40.00,9.30,10.21,13.71,19.95,7.48,25.00,0.07,94.05,-0.36,1.00,123.26,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,262.02,-0.24,1.00,149.43,E
S,40.00,9.30,10.05,12.47,17.45,7.48,20.00,0.06,58.39,-0.21,1.00,154.84,E
S,40.00,9.30,10.05,12.47,17.45,7.48,20.00,0.06,238.04,-0.22,1.00,111.33,E
S,40.00,9.30,10.00,8.73,12.47,4.99,15.00,0.06,248.65,-0.35,1.00,160.76,E
S,40.00,9.30,10.05,12.47,17.45,7.48,20.00,0.06,209.68,-0.31,1.00,162.41,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,194.75,-0.38,1.00,181.90,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,559.33,-0.21,1.00,152.06,E
S,40.00,9.30,10.05,9.97,14.96,4.99,20.00,0.06,168.84,-0.18,1.00,148.23,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,156.65,0.03,1.00,159.35,E
S,40.00,9.30,10.05,9.97,14.96,4.99,20.00,0.06,145.15,-0.14,1.00,170.90,E
S,40.00,9.30,10.05,9.97,14.96,4.99,20.00,0.06,511.49,0.02,1.00,137.81,E
S,40.00,9.30,10.05,9.97,14.96,4.99,20.00,0.06,334.26,-0.12,1.00,156.60,E
S,40.00,9.30,10.05,9.97,14.96,4.99,20.00,0.06,293.93,0.02,1.00,136.06,E
S,40.00,9.30,10.05,9.97,14.96,4.99,20.00,0.06,283.92,-0.05,1.00,80.63,E
S,40.00,9.30,10.05,12.47,17.45,7.48,20.00,0.06,99.23,-0.03,1.00,132.58,E
S,40.00,9.30,10.21,11.22,17.45,4.99,25.00,0.07,673.81,-0.11,1.00,123.37,E
S,40.00,9.30,10.21,11.22,17.45,4.99,25.00,0.07,290.60,0.53,1.00,34.99,E
S,40.00,9.30,10.23,9.97,12.47,7.48,10.00,0.07,629.41,1.23,1.00,-29.38,E
S,40.00,9.30,10.23,13.71,17.45,9.97,15.00,0.07,-334.91,3.36,0.00,-274.83,E
S,40.00,9.30,10.21,11.22,17.45,4.99,25.00,0.07,23.10,-0.86,1.00,156.93,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,355.03,0.14,1.00,38.58,E
S,40.00,9.30,10.00,8.73,12.47,4.99,15.00,0.06,718.19,-0.52,1.00,126.60,E
S,40.00,9.30,10.21,11.22,17.45,4.99,25.00,0.07,331.13,-0.83,1.00,189.02,E
S,40.00,9.30,10.21,11.22,17.45,4.99,25.00,0.07,352.94,-0.84,1.00,173.33,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,508.93,-0.34,1.00,179.23,E
S,40.00,9.30,10.00,8.73,12.47,4.99,15.00,0.06,499.58,-0.17,1.00,119.98,E
S,40.00,9.30,10.37,9.97,17.45,2.49,30.00,0.07,701.13,-0.35,1.00,151.93,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,287.14,0.32,1.00,85.09,E
S,40.00,9.30,10.23,9.97,12.47,7.48,10.00,0.07,1023.00,0.43,1.00,45.17,E
S,40.00,9.30,10.00,12.47,17.45,7.48,20.00,0.06,561.50,0.32,1.00,45.66,E
S,40.00,9.30,36.99,11.22,12.47,9.97,5.00,0.91,1023.00,1.45,1.00,-103.82,E
S,40.00,9.30,36.99,24.93,27.43,22.44,10.00,0.91,1023.00,0.80,1.00,-23.67,E
S,40.00,9.30,10.05,16.21,24.93,7.48,35.00,0.06,746.66,0.69,1.00,-58.03,E
S,40.00,9.30,10.23,14.96,14.96,14.96,0.00,0.07,1023.00,1.39,1.00,-145.75,E
S,40.00,9.30,39.75,14.96,14.96,14.96,0.00,0.99,148.96,1.56,1.00,-153.71,E
S,40.00,9.30,36.99,23.69,24.93,22.44,5.00,0.91,1023.00,1.15,1.00,-135.17,E
S,40.00,9.30,10.23,12.47,14.96,9.97,10.00,0.07,1023.00,0.72,1.00,-126.39,E
S,40.00,9.30,10.00,13.71,17.45,9.97,15.00,0.06,439.65,0.31,1.00,1023.00,E
S,40.00,9.30,39.75,17.45,17.45,17.45,0.00,0.99,1023.00,1.11,1.00,-188.18,E
S,40.00,9.30,36.99,24.93,27.43,24.93,5.00,0.91,1023.00,0.92,1.00,-197.04,E
S,40.00,9.30,10.00,21.19,24.93,17.45,15.00,0.06,-1023.00,2.52,0.00,-375.41,E
S,40.00,9.30,36.99,21.19,19.95,22.44,5.00,0.91,1023.00,1.62,1.00,-289.63,E
S,40.00,9.30,36.99,17.45,16.62,18.28,5.00,0.91,1023.00,1.57,1.00,-320.66,E
S,40.00,9.30,36.99,21.19,19.95,22.44,5.00,0.91,1023.00,1.41,1.00,-324.10,E
S,40.00,9.30,36.99,23.69,22.44,24.93,5.00,0.91,1023.00,1.04,1.00,-306.43,E
S,40.00,9.30,39.75,32.41,32.41,32.41,0.00,0.99,1023.00,0.45,1.00,-237.93,E
S,40.00,9.30,36.99,27.43,27.43,27.43,0.00,0.91,1023.00,0.74,1.00,-297.92,E
S,40.00,9.30,39.75,24.93,24.93,24.93,0.00,0.99,1023.00,0.46,1.00,-264.10,E
S,40.00,9.30,39.75,27.43,27.43,29.92,5.00,0.99,1023.00,0.15,1.00,-269.69,E
S,40.00,9.30,36.99,27.43,27.43,27.43,0.00,0.91,1023.00,-0.03,1.00,-234.00,E
S,40.00,9.30,36.99,28.67,29.92,27.43,5.00,0.91,1023.00,0.03,1.00,-275.12,E
S,40.00,9.30,36.99,28.67,27.43,29.92,5.00,0.91,1023.00,-0.11,1.00,-210.76,E
S,40.00,9.30,39.75,26.18,27.43,24.93,5.00,0.99,1023.00,-0.03,1.00,-256.66,E
S,40.00,9.30,36.99,28.67,29.92,27.43,5.00,0.91,1023.00,0.09,1.00,-262.98,E
S,40.00,9.30,39.75,24.93,24.93,24.93,0.00,0.99,1023.00,0.14,1.00,-230.98,E
S,40.00,9.30,39.75,24.93,24.93,24.93,0.00,0.99,1023.00,0.32,1.00,-288.13,E
S,40.00,9.30,39.75,27.43,27.43,27.43,0.00,0.99,1023.00,0.38,1.00,-259.65,E
S,40.00,9.30,39.75,18.28,18.28,18.28,0.00,0.99,1023.00,0.75,1.00,-358.55,E
S,40.00,9.30,10.23,22.44,19.95,24.93,10.00,0.07,1023.00,0.29,1.00,-308.61,E
S,40.00,9.30,36.99,26.18,27.43,24.93,5.00,0.91,1023.00,-0.78,1.00,-160.08,E
S,40.00,9.30,10.23,18.70,22.44,14.96,15.00,0.07,-843.91,0.69,0.00,-341.73,E
S,40.00,9.30,10.23,13.71,17.45,9.97,15.00,0.07,429.40,-3.14,1.00,112.33,E
S,40.00,9.30,10.00,13.71,17.45,9.97,15.00,0.06,358.35,-3.38,1.00,138.59,E
S,40.00,9.30,10.21,13.71,19.95,7.48,25.00,0.07,546.66,-3.38,1.00,215.07,E
S,39.20,9.30,10.37,12.47,19.95,4.99,30.00,0.07,507.36,-3.19,1.00,224.69,E
S,39.20,9.30,10.37,13.71,19.95,7.48,25.00,0.07,513.62,-2.20,1.00,140.77,E
S,38.70,9.30,10.05,9.97,14.96,4.99,20.00,0.06,618.65,-1.89,1.00,215.65,E
S,38.70,9.30,10.21,13.71,19.95,7.48,25.00,0.07,455.66,-1.77,1.00,183.58,E
S,38.50,9.30,10.21,12.47,17.45,7.48,20.00,0.07,402.97,-1.62,1.00,305.02,E
S,38.50,9.30,10.21,11.22,17.45,4.99,25.00,0.07,536.59,-0.52,1.00,15.72,E
S,39.20,9.30,10.21,12.47,16.62,8.31,25.00,0.07,1023.00,-0.63,1.00,131.33,E
S,39.20,9.30,10.05,12.47,17.45,7.48,20.00,0.06,122.32,-0.70,1.00,143.40,E
S,39.20,9.30,10.05,9.97,14.96,4.99,20.00,0.06,-258.15,-0.02,0.00,68.26,E
S,39.50,9.30,10.05,11.22,17.45,7.48,25.00,0.06,493.07,-0.51,1.00,196.19,E
S,39.50,9.30,10.00,11.22,14.96,7.48,15.00,0.06,265.32,-0.38,1.00,134.95,E
S,40.00,9.30,10.05,11.22,14.96,7.48,15.00,0.06,426.99,-0.33,1.00,152.69,E
S,40.00,9.30,10.37,12.47,19.95,4.99,30.00,0.07,67.40,-0.37,1.00,115.74,E
S,40.00,9.30,10.05,9.97,14.96,7.48,15.00,0.06,396.21,0.03,1.00,86.90,E
S,40.00,9.30,10.23,12.47,14.96,9.97,10.00,0.07,209.00,-0.18,1.00,151.08,E
S,40.00,9.30,10.05,7.48,12.47,2.49,20.00,0.06,744.97,-0.37,1.00,119.33,E
S,40.00,9.30,10.21,11.22,17.45,4.99,25.00,0.07,604.74,0.21,1.00,59.14,E
S,40.00,9.30,10.21,8.73,14.96,2.49,25.00,0.07,567.07,0.16,1.00,46.77,E
S,40.00,9.30,36.99,8.31,11.64,4.99,20.00,0.91,340.65,0.47,1.00,37.47,E
S,40.00,9.30,10.05,13.71,19.95,7.48,25.00,0.06,50.34,-0.34,1.00,114.63,E
S,40.00,9.30,10.05,12.47,17.45,7.48,20.00,0.06,230.42,-0.47,1.00,147.72,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,396.70,0.11,1.00,52.96,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,383.19,-0.45,1.00,146.87,E
S,40.00,9.30,10.05,12.47,17.45,7.48,20.00,0.06,189.45,-0.55,1.00,148.77,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,551.26,-0.67,1.00,165.53,E
S,40.00,9.30,18.63,17.45,24.93,9.97,30.00,0.33,1023.00,-0.54,1.00,150.37,E
S,23.10,9.30,19.43,18.70,24.93,12.47,25.00,0.36,1023.00,-0.96,1.00,195.01,E
S,23.10,9.30,19.43,19.95,29.92,9.97,40.00,0.36,500.97,-1.82,1.00,327.29,E
S,11.10,9.30,30.03,31.17,39.89,22.44,35.00,0.69,1023.00,-2.30,1.00,362.00,E
S,11.10,9.30,25.25,14.96,19.95,9.97,20.00,0.54,1023.00,-3.12,1.00,494.88,E
S,11.10,9.30,24.11,42.39,72.31,12.47,120.00,0.50,548.41,-3.25,1.00,561.71,E
S,7.80,9.30,21.06,22.44,34.91,9.97,50.00,0.50,660.29,-2.71,1.00,500.63,E
S,7.80,9.30,19.82,24.93,39.89,12.47,55.00,0.46,1023.00,-0.61,1.00,312.54,E
S,5.90,9.30,17.43,29.92,39.89,19.95,40.00,0.52,967.22,1.41,1.00,135.15,E
S,5.90,9.30,22.74,28.67,32.41,24.93,15.00,0.82,1023.00,2.73,1.00,-19.96,E
S,4.20,9.30,17.09,19.95,17.45,22.44,10.00,0.83,1023.00,2.97,1.00,-69.03,E
S,4.20,9.30,16.92,12.47,11.64,13.30,5.00,0.83,1023.00,2.22,1.00,-5.22,E
S,4.20,9.30,13.58,22.44,24.93,19.95,10.00,0.53,-482.08,2.95,0.00,-211.21,E
S,3.40,9.30,11.75,16.21,19.95,12.47,15.00,0.52,475.25,2.38,1.00,-126.25,E
S,3.40,9.30,11.49,16.21,12.47,19.95,15.00,0.50,-95.94,3.55,0.00,-336.28,E
S,3.00,9.30,10.55,13.71,9.97,17.45,15.00,0.50,306.62,1.61,1.00,-94.26,E
S,3.00,9.30,11.98,6.23,4.99,7.48,5.00,0.83,1023.00,0.49,1.00,28.45,E
S,3.00,9.30,10.64,11.22,14.96,7.48,15.00,0.58,660.86,0.08,1.00,43.46,E
S,2.30,9.30,8.50,12.47,17.45,7.48,20.00,0.48,305.34,1.40,1.00,-197.75,E
S,2.30,9.30,8.38,9.97,7.48,12.47,10.00,0.50,503.56,1.62,1.00,-160.00,E
S,2.30,9.30,8.24,11.22,7.48,14.96,15.00,0.50,236.67,0.89,1.00,-66.53,E
S,2.40,9.30,8.30,12.47,9.97,14.96,10.00,0.50,629.66,0.17,1.00,-21.16,E
S,2.40,9.30,8.17,9.97,9.97,9.97,0.00,0.50,377.94,-0.18,1.00,-43.87,E
S,2.40,9.30,8.02,7.48,13.30,1.66,35.00,0.38,-221.63,1.66,0.00,-165.38,E
S,2.40,9.30,7.89,11.22,7.48,14.96,15.00,0.50,491.10,1.96,1.00,-250.50,E
S,2.30,9.30,7.54,9.97,7.48,12.47,10.00,0.50,-355.16,1.70,0.00,-260.24,E
S,2.30,9.30,7.02,7.48,6.65,8.31,5.00,0.83,344.90,0.70,1.00,-177.38,E
S,2.00,9.30,5.32,8.73,9.97,7.48,5.00,0.83,146.52,-0.85,1.00,-73.40,E
S,2.50,9.30,6.74,9.97,9.97,9.97,0.00,0.83,390.61,-0.93,1.00,-8.89,E
S,2.50,9.30,6.52,11.22,12.47,9.97,5.00,0.83,-182.30,1.86,0.00,-261.95,E
S,2.50,9.30,6.30,8.31,9.97,6.65,10.00,0.83,813.62,-0.24,1.00,-57.87,E
S,3.00,9.30,7.84,8.73,7.48,9.97,5.00,0.50,169.35,-0.38,1.00,-38.93,E
S,3.60,9.30,9.59,11.22,12.47,9.97,5.00,0.99,55.33,-1.10,1.00,37.29,E
S,3.60,9.30,9.37,8.73,9.97,7.48,5.00,0.99,603.39,-1.13,1.00,43.97,E
S,3.80,9.30,9.17,9.97,12.47,7.48,10.00,0.60,1023.00,-0.88,1.00,15.06,E
S,3.80,9.30,9.04,11.22,12.47,9.97,5.00,0.60,877.96,-0.01,1.00,-55.12,E
S,3.80,9.30,9.25,9.14,9.97,8.31,5.00,0.83,-426.08,0.52,0.00,-93.25,E
S,4.90,9.30,13.70,16.21,14.96,17.45,5.00,0.99,273.55,0.86,1.00,-165.69,E
S,4.90,9.30,12.59,9.14,8.31,9.97,5.00,0.83,-81.54,0.74,0.00,-393.97,E
S,6.70,9.30,18.63,12.47,12.47,12.47,0.00,0.86,737.70,-0.13,1.00,-45.22,E
S,6.70,9.30,18.54,22.44,22.44,22.44,0.00,0.86,548.54,-0.36,1.00,-30.40,E
S,6.70,9.30,20.07,19.95,19.95,19.95,0.00,0.99,931.65,-0.73,1.00,16.37,E
S,7.00,9.30,20.09,22.44,24.93,19.95,10.00,0.92,792.80,-0.27,1.00,-64.88,E
S,7.20,9.30,21.79,19.95,19.95,19.95,0.00,0.99,870.10,0.62,1.00,-129.16,E
S,7.20,9.30,20.51,21.19,22.44,19.95,5.00,0.91,867.76,0.33,1.00,-90.98,E
S,7.20,9.30,20.43,22.44,22.44,22.44,0.00,0.91,881.74,0.44,1.00,-115.02,E
S,7.20,9.30,21.54,21.19,22.44,22.44,0.00,0.99,879.51,0.73,1.00,-147.37,E
S,7.20,9.30,21.45,21.19,19.95,22.44,5.00,0.99,-56.17,0.26,0.00,-118.63,E
S,7.30,9.30,21.11,21.19,17.45,24.93,15.00,0.94,643.11,1.26,1.00,-227.11,E
S,7.30,9.30,20.98,19.95,17.45,22.44,10.00,0.94,1023.00,0.07,1.00,-90.64,E
S,7.30,9.30,20.93,23.69,24.93,24.93,5.00,0.94,285.91,-0.37,1.00,-52.62,E
S,7.50,9.30,22.34,22.44,22.44,22.44,0.00,0.99,326.44,-0.81,1.00,15.70,E
S,7.50,9.30,22.26,22.44,22.44,22.44,0.00,0.99,1004.18,-0.75,1.00,-49.31,E
S,7.60,9.30,22.24,24.93,24.93,24.93,0.00,0.97,1023.00,-0.78,1.00,-48.62,E
S,7.60,9.30,22.00,12.47,12.47,12.47,0.00,0.96,132.54,-0.82,1.00,6.76,E
S,7.60,9.30,21.73,18.28,19.95,16.62,10.00,0.94,95.73,-0.84,1.00,38.54,E
S,7.50,9.30,21.51,27.43,29.92,24.93,10.00,0.96,-108.86,0.18,0.00,-489.00,E
S,7.50,9.30,21.22,23.69,24.93,22.44,5.00,0.94,1023.00,0.17,1.00,-88.04,E
S,7.70,9.30,22.34,18.70,17.45,22.44,5.00,0.97,874.63,0.38,1.00,-58.75,E
S,7.70,9.30,22.27,16.21,14.96,17.45,5.00,0.97,1023.00,0.52,1.00,-111.71,E
S,7.50,9.30,21.72,23.69,24.93,22.44,5.00,0.99,-85.47,-0.24,0.00,326.65,E
S,7.50,9.30,20.96,12.47,12.47,14.96,0.00,0.94,475.40,0.63,1.00,-153.08,E
S,7.50,9.30,21.58,12.47,12.47,12.47,0.00,0.99,766.84,0.45,1.00,-109.96,E
S,7.50,9.30,21.51,19.95,19.95,19.95,0.00,0.99,-107.14,0.47,0.00,-226.06,E
S,7.50,9.30,20.97,22.44,22.44,24.93,0.00,0.96,1023.00,0.65,1.00,-183.79,E
S,7.30,9.30,19.61,15.79,16.62,14.96,5.00,0.92,283.42,0.40,1.00,-127.52,E
S,7.30,9.30,19.54,15.79,14.96,18.28,5.00,0.92,1023.00,0.15,1.00,-115.54,E
S,7.30,9.30,20.40,21.19,22.44,19.95,5.00,0.99,597.21,0.12,1.00,-64.05,E
S,7.60,9.30,21.53,19.95,19.95,19.95,0.00,0.99,399.99,-0.01,1.00,-67.86,E
S,7.60,9.30,21.39,23.69,24.93,22.44,5.00,0.99,580.87,-0.13,1.00,-73.26,E
S,8.10,9.30,23.40,24.93,24.93,24.93,0.00,0.99,675.53,0.03,1.00,-97.94,E
S,8.10,9.30,23.35,23.69,24.93,22.44,5.00,0.99,1023.00,0.11,1.00,-91.53,E
S,8.10,9.30,23.30,24.93,24.93,24.93,0.00,0.99,843.07,0.16,1.00,-101.23,E
S,8.10,9.30,23.25,22.44,22.44,24.93,0.00,0.99,840.31,0.02,1.00,-72.98,E
S,8.10,9.30,0.06,14.96,14.96,14.96,0.00,0.99,0.00,-0.04,1.00,0.00,E
S,8.10,9.30,0.10,18.70,19.95,17.45,5.00,0.99,0.00,-0.04,1.00,0.00,E
S,8.10,9.30,0.10,16.21,14.96,17.45,5.00,0.99,0.00,-0.04,1.00,0.00,E
S,8.10,9.30,0.10,13.71,12.47,14.96,5.00,0.99,0.00,-0.04,1.00,0.00,E
S,8.10,9.30,0.06,12.47,12.47,12.47,0.00,0.99,0.00,-0.04,1.00,0.00,E
S,14.80,9.30,19.74,21.19,22.44,19.95,5.00,0.83,1023.00,-0.64,1.00,66.10,E
S,14.80,9.30,16.67,19.95,19.95,19.95,0.00,0.60,-422.34,0.07,0.00,5.17,E
S,14.80,9.30,8.91,16.21,19.95,12.47,15.00,0.06,591.86,-0.92,1.00,120.50,E
S,40.00,9.30,10.21,11.22,17.45,4.99,25.00,0.07,584.01,-1.60,1.00,225.33,E
S,40.00,9.30,10.05,9.97,14.96,4.99,20.00,0.06,368.76,0.07,1.00,22.28,E
S,40.00,9.30,36.99,11.22,12.47,9.97,5.00,0.91,201.89,0.31,1.00,39.95,E
S,40.00,9.30,36.99,11.22,9.97,12.47,5.00,0.91,282.29,-1.39,1.00,287.35,E
S,40.00,9.30,10.00,13.71,17.45,9.97,15.00,0.06,35.05,-2.35,1.00,315.59,E
S,40.00,9.30,10.37,12.47,19.95,4.99,30.00,0.07,801.45,-2.01,1.00,325.34,E
S,40.00,9.30,10.21,11.22,17.45,4.99,25.00,0.07,403.82,-0.31,1.00,126.04,E
S,40.00,9.30,10.21,11.22,17.45,4.99,25.00,0.07,365.70,0.72,1.00,64.42,E
S,40.00,9.30,10.23,9.97,12.47,7.48,10.00,0.07,201.52,0.84,1.00,44.59,E
S,40.00,9.30,39.75,4.99,4.99,4.99,0.00,0.99,1023.00,0.10,1.00,141.91,E
S,40.00,9.30,10.21,13.71,19.95,7.48,25.00,0.07,684.52,-0.75,1.00,220.40,E
S,40.00,9.30,10.00,12.47,17.45,7.48,20.00,0.06,689.24,0.22,1.00,70.24,E
S,40.00,9.30,10.00,12.47,14.96,9.97,10.00,0.06,485.42,0.80,1.00,50.06,E
S,40.00,9.30,10.00,13.71,17.45,9.97,15.00,0.06,319.96,-0.11,1.00,140.31,E
S,40.00,9.30,10.00,12.47,17.45,7.48,20.00,0.06,285.28,-0.05,1.00,80.56,E
S,40.00,9.30,10.05,13.71,17.45,12.47,15.00,0.06,279.12,0.03,1.00,131.62,E
S,40.00,9.30,10.00,12.47,17.45,7.48,20.00,0.06,63.91,-0.45,1.00,167.98,E
S,40.00,9.30,10.05,11.22,14.96,7.48,15.00,0.06,246.24,-0.98,1.00,250.72,E
S,40.00,9.30,10.21,12.47,19.95,4.99,30.00,0.07,279.08,-0.83,1.00,209.55,E
S,40.00,9.30,10.21,13.71,19.95,7.48,25.00,0.07,428.92,0.12,1.00,132.28,E
S,40.00,9.30,10.00,11.22,14.96,7.48,15.00,0.06,391.41,0.58,1.00,86.06,E
S,24.50,9.30,10.23,12.47,14.96,9.97,10.00,0.07,369.72,0.19,1.00,121.10,E
S,24.50,9.30,10.00,11.22,14.96,7.48,15.00,0.06,356.13,-0.15,1.00,151.04,E
S,24.50,9.30,10.05,9.97,14.96,4.99,20.00,0.06,373.92,-0.13,1.00,156.49,E
S,20.00,9.30,22.14,12.47,14.96,9.97,10.00,0.44,1023.00,-0.51,1.00,243.05,E
S,20.00,9.30,20.85,23.69,32.41,17.45,35.00,0.40,1023.00,-2.04,1.00,368.85,E
S,17.70,9.30,10.06,12.47,24.93,0.00,50.00,0.06,265.55,-2.26,1.00,369.70,E
S,17.70,9.30,13.90,9.97,19.95,0.00,40.00,0.18,247.22,0.58,1.00,39.85,E
S,17.70,9.30,20.81,24.93,29.92,19.95,20.00,0.40,1023.00,1.06,1.00,112.40,E
S,21.60,9.30,21.17,21.19,27.43,14.96,25.00,0.41,212.15,-0.70,1.00,284.80,E
S,21.60,9.30,21.80,24.93,32.41,17.45,30.00,0.43,212.11,-1.20,1.00,277.43,E
S,29.50,9.30,10.16,11.22,19.95,2.49,35.00,0.07,476.49,-1.60,1.00,313.22,E
S,29.50,9.30,10.37,13.71,22.44,4.99,35.00,0.07,324.91,-0.30,1.00,123.48,E
S,40.00,9.30,10.23,9.97,12.47,7.48,10.00,0.07,781.81,1.79,1.00,-77.94,E
