S,Input_d,d_ref,vel_ref,Input_vel,vel_md,vel_mi,curva,fuzzyOut,VELpwm_out,Input_theta,direccion,thethaPWM_out,E
S,17.10,9.30,39.75,21.19,19.95,22.44,5.00,0.99,1023.00,-0.62,1.00,-183.49,E
S,14.40,9.30,34.43,16.21,17.45,14.96,5.00,0.83,1023.00,-0.79,1.00,-210.39,E
S,14.40,9.30,35.38,20.78,21.61,19.95,5.00,0.86,1023.00,-0.38,1.00,-220.51,E
S,12.30,9.30,35.38,31.17,32.41,29.92,5.00,0.86,1023.00,0.09,1.00,-268.11,E
S,12.30,9.30,34.61,26.18,27.43,24.93,5.00,0.83,1023.00,0.54,1.00,-308.84,E
S,12.30,9.30,0.10,19.95,19.95,19.95,0.00,0.99,0.00,0.66,1.00,0.00,E
S,12.30,9.30,0.10,18.70,19.95,17.45,5.00,0.99,0.00,0.66,1.00,0.00,E
S,7.80,9.30,-5.95,2.49,2.49,2.49,0.00,0.99,-1023.00,0.07,0.00,-46.43,E
S,7.80,9.30,-6.01,-4.99,-4.99,-4.99,0.00,0.99,-256.50,0.03,0.00,-13.65,E
S,7.80,9.30,-6.07,-2.49,-2.49,-2.49,0.00,0.99,-70.17,0.01,0.00,-6.01,E
S,7.20,9.30,-7.09,-6.23,-4.99,-7.48,5.00,0.91,-55.21,0.34,0.00,-51.26,E
S,7.20,9.30,-8.62,-7.48,-7.48,-7.48,0.00,0.99,-144.47,0.08,0.00,-7.05,E
S,8.10,9.30,-5.03,-4.99,-7.48,-2.49,10.00,0.99,-322.28,0.02,0.00,-48.31,E
S,8.10,9.30,-5.10,-4.99,-7.48,-2.49,10.00,0.99,-336.51,0.20,0.00,14.83,E
S,8.10,9.30,0.06,-2.49,-2.49,-2.49,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,8.10,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.34,0.00,0.00,E
S,10.50,9.30,4.89,3.74,4.99,2.49,5.00,0.99,186.67,0.47,1.00,-62.06,E
S,10.50,9.30,4.93,4.99,2.49,7.48,10.00,0.99,15.57,0.20,1.00,-38.75,E
S,10.50,9.30,4.97,3.74,2.49,4.99,5.00,0.99,218.34,0.01,1.00,-40.10,E
S,10.60,9.30,5.43,3.74,4.99,2.49,5.00,0.99,296.48,-0.15,1.00,-3.57,E
S,10.60,9.30,5.47,4.99,4.99,4.99,0.00,0.99,124.90,-0.08,1.00,-3.74,E
S,10.60,9.30,5.57,4.99,4.99,4.99,0.00,0.99,-45.64,0.49,0.00,-46.18,E
S,10.60,9.30,5.63,3.74,4.99,2.49,5.00,0.99,-30.45,0.22,0.00,-15.63,E
S,10.50,9.30,5.28,4.99,2.49,7.48,10.00,0.99,175.18,0.22,1.00,-9.63,E
S,10.50,9.30,5.33,4.99,4.99,4.99,0.00,0.99,319.39,0.22,1.00,-34.53,E
S,10.40,9.30,4.98,3.74,2.49,4.99,5.00,0.99,84.42,0.20,1.00,-31.50,E
S,10.40,9.30,5.01,2.49,2.49,2.49,0.00,0.99,96.65,0.08,1.00,-30.92,E
S,10.40,9.30,5.06,4.99,4.99,4.99,0.00,0.99,301.49,0.25,1.00,-30.46,E
S,10.50,9.30,5.51,3.74,2.49,4.99,5.00,0.99,372.30,0.04,1.00,-43.20,E
S,10.50,9.30,5.55,4.99,7.48,2.49,10.00,0.99,9.10,-0.10,1.00,-30.10,E
S,10.80,9.30,6.80,3.74,4.99,2.49,5.00,0.99,577.47,-0.02,1.00,6.58,E
S,10.80,9.30,6.86,4.99,4.99,4.99,0.00,0.99,221.29,0.05,1.00,-53.14,E
S,10.80,9.30,6.92,6.23,7.48,7.48,5.00,0.99,425.94,-0.26,1.00,-11.60,E
S,10.60,9.30,6.17,4.99,4.99,4.99,0.00,0.99,133.92,-0.27,1.00,2.51,E
S,10.60,9.30,6.23,4.99,4.99,4.99,0.00,0.99,336.50,-0.11,1.00,-24.95,E
S,10.80,9.30,7.08,6.23,7.48,4.99,5.00,0.99,283.17,0.02,1.00,-16.40,E
S,10.80,9.30,7.14,6.23,7.48,7.48,0.00,0.99,297.65,-0.19,1.00,13.08,E
S,10.80,9.30,7.20,7.48,7.48,7.48,0.00,0.99,122.01,-0.19,1.00,-24.38,E
S,10.90,9.30,7.73,6.23,4.99,7.48,5.00,0.97,402.02,0.19,1.00,-39.99,E
S,10.70,9.30,6.99,7.48,4.99,9.97,10.00,0.99,295.04,-0.11,1.00,1.02,E
S,10.70,9.30,7.04,6.23,4.99,7.48,5.00,0.99,116.99,-0.39,1.00,73.62,E
S,11.00,9.30,8.29,8.73,9.97,7.48,5.00,0.96,-61.19,0.15,0.00,-33.17,E
S,11.00,9.30,8.35,8.73,9.97,7.48,5.00,0.96,-40.55,0.08,0.00,-0.17,E
S,11.00,9.30,8.43,7.48,7.48,7.48,0.00,0.99,536.22,0.01,1.00,0.42,E
S,10.70,9.30,7.30,4.99,4.99,4.99,0.00,0.99,175.33,-0.28,1.00,341.34,E
S,10.70,9.30,7.35,7.48,7.48,7.48,0.00,0.99,190.00,0.28,1.00,-39.22,E
S,10.60,9.30,7.01,4.99,4.99,4.99,0.00,0.99,138.43,0.06,1.00,24.30,E
S,10.60,9.30,7.06,7.48,7.48,7.48,0.00,0.99,148.02,-0.02,1.00,9.56,E
S,10.60,9.30,7.11,7.48,7.48,7.48,0.00,0.99,535.78,-0.09,1.00,2.51,E
S,10.90,9.30,8.36,7.48,9.97,4.99,10.00,0.98,352.89,0.02,1.00,-20.45,E
S,10.90,9.30,8.42,6.65,6.65,6.65,0.00,0.97,182.22,0.03,1.00,-7.32,E
S,10.80,9.30,8.21,7.48,9.97,4.99,10.00,0.97,597.36,0.04,1.00,-38.96,E
S,11.00,9.30,9.07,9.97,9.97,9.97,0.00,0.99,603.04,0.33,1.00,-21.73,E
S,11.00,9.30,9.14,9.97,9.97,9.97,0.00,0.99,-250.88,0.29,0.00,-334.60,E
S,10.90,9.30,8.79,5.82,6.65,4.99,5.00,0.97,698.40,0.03,1.00,-36.49,E
S,10.90,9.30,8.87,4.16,4.99,4.99,0.00,0.99,958.52,0.30,1.00,-50.16,E
S,10.90,9.30,8.93,8.73,7.48,9.97,5.00,0.99,475.07,0.04,1.00,-28.66,E
S,10.70,9.30,8.19,8.73,7.48,9.97,5.00,0.99,369.03,-0.20,1.00,23.84,E
S,11.00,9.30,9.44,8.73,7.48,9.97,5.00,0.91,956.97,0.49,1.00,-73.79,E
S,11.40,9.30,11.05,12.47,9.97,14.96,10.00,0.93,811.32,0.01,1.00,-10.50,E
S,11.40,9.30,11.33,9.97,9.97,9.97,0.00,0.99,115.99,0.27,1.00,-31.51,E
S,13.10,9.30,18.31,12.47,12.47,12.47,0.00,0.99,1023.00,-0.00,1.00,-21.13,E
S,13.10,9.30,16.24,17.45,22.44,12.47,20.00,0.78,135.55,-1.09,1.00,653.86,E
S,14.40,9.30,21.17,14.96,17.45,12.47,10.00,0.83,1023.00,-0.78,1.00,93.49,E
S,14.40,9.30,18.36,17.45,22.44,12.47,20.00,0.64,512.06,-1.21,1.00,174.22,E
S,14.40,9.30,21.51,24.93,29.92,19.95,20.00,0.83,1023.00,-1.16,1.00,114.73,E
S,14.30,9.30,18.70,16.21,19.95,12.47,15.00,0.66,797.63,-1.74,1.00,824.82,E
S,14.30,9.30,18.45,12.47,16.62,8.31,25.00,0.64,576.31,-2.62,1.00,312.07,E
S,11.80,9.30,13.81,18.70,22.44,14.96,15.00,0.90,861.13,-2.14,1.00,560.92,E
S,6.80,9.30,-4.10,7.48,9.97,4.99,10.00,0.90,-1023.00,0.10,0.00,78.93,E
S,6.80,9.30,-5.44,0.00,0.00,0.00,0.00,0.99,-25.52,0.29,0.00,114.74,E
S,6.50,9.30,-4.97,-2.49,-4.99,0.00,10.00,0.87,12.34,-0.25,1.00,153.13,E
S,6.50,9.30,-4.64,-2.49,-3.32,-1.66,5.00,0.84,-302.86,-0.28,0.00,158.36,E
S,6.50,9.30,0.10,-2.49,-4.99,0.00,10.00,0.99,0.00,-0.26,0.00,0.00,E
S,6.50,9.30,0.10,-1.25,-2.49,0.00,5.00,0.99,0.00,-0.26,0.00,0.00,E
S,13.40,9.30,16.50,0.00,0.00,0.00,0.00,0.99,1023.00,-0.63,1.00,233.79,E
S,13.40,9.30,14.39,13.71,19.95,7.48,25.00,0.73,633.13,-1.34,1.00,86.44,E
S,13.40,9.30,14.51,8.73,12.47,4.99,15.00,0.73,668.50,-0.82,1.00,112.64,E
S,12.90,9.30,13.63,13.30,16.62,9.97,20.00,0.80,688.00,-0.74,1.00,48.69,E
S,12.90,9.30,12.98,7.48,12.47,2.49,20.00,0.69,-28.29,1.07,0.00,-66.04,E
S,12.90,9.30,0.88,11.22,14.96,7.48,15.00,0.89,0.00,0.07,1.00,0.00,E
S,12.90,9.30,0.08,4.99,7.48,2.49,10.00,0.99,0.00,0.07,1.00,0.00,E
S,12.90,9.30,0.07,6.23,9.97,2.49,15.00,0.99,0.00,0.07,1.00,0.00,E
S,7.30,9.30,-7.95,-7.48,-7.48,-7.48,0.00,0.99,-113.18,0.43,0.00,-86.79,E
S,7.30,9.30,-8.03,-7.48,-7.48,-7.48,0.00,0.99,-134.38,2.83,1.00,-333.61,E
S,7.90,9.30,-5.77,-1.25,-7.48,4.99,25.00,0.99,-740.22,-0.46,0.00,78.48,E
S,7.90,9.30,1.80,-4.99,-7.48,-2.49,10.00,0.44,957.79,-0.15,1.00,20.75,E
S,19.90,9.30,33.38,24.93,27.43,22.44,10.00,0.79,1023.00,-1.19,1.00,145.42,E
S,19.90,9.30,22.21,21.19,27.43,14.96,25.00,0.44,387.20,-2.32,1.00,211.68,E
S,19.90,9.30,10.16,11.22,19.95,2.49,35.00,0.07,100.06,-2.23,1.00,248.84,E
S,40.00,9.30,9.97,10.80,19.95,1.66,55.00,0.06,-335.60,0.80,0.00,-1023.00,E
S,40.00,9.30,1.63,8.73,14.96,2.49,25.00,0.80,0.00,-0.75,1.00,0.00,E
S,40.00,9.30,0.88,6.23,12.47,0.00,25.00,0.89,0.00,-0.75,1.00,0.00,E
S,40.00,9.30,0.08,4.99,9.97,0.00,20.00,0.99,0.00,-0.75,1.00,0.00,E
S,6.60,9.30,-8.10,-11.22,-12.47,-9.97,5.00,0.85,-724.23,-0.58,0.00,65.10,E
S,6.60,9.30,-8.77,-4.99,-9.97,0.00,20.00,0.88,-78.25,-0.90,0.00,103.71,E
S,6.60,9.30,-9.03,-11.22,-17.45,-4.99,25.00,0.89,263.78,0.38,1.00,-647.84,E
S,8.30,9.30,-4.21,-3.74,-4.99,-2.49,5.00,0.99,-129.60,-0.53,0.00,50.75,E
S,8.30,9.30,2.04,-4.99,-4.99,-4.99,0.00,0.48,139.86,-0.59,1.00,-29.34,E
S,18.10,9.30,34.94,17.45,19.95,14.96,10.00,0.99,1023.00,-1.18,1.00,170.64,E
S,18.10,9.30,18.55,15.79,21.61,9.97,35.00,0.38,981.90,-1.94,1.00,216.51,E
S,18.10,9.30,20.43,21.19,27.43,14.96,25.00,0.45,136.46,-2.36,1.00,335.00,E
S,19.80,9.30,20.74,7.48,13.30,1.66,35.00,0.40,1023.00,-2.68,1.00,297.76,E
S,19.80,9.30,1.63,16.21,24.93,9.97,30.00,0.80,0.00,-1.98,1.00,0.00,E
S,19.80,9.30,1.63,14.96,22.44,7.48,30.00,0.80,0.00,-1.98,1.00,0.00,E
S,19.80,9.30,3.61,11.22,17.45,4.99,25.00,0.55,0.00,-1.98,1.00,0.00,E
S,5.80,9.30,-9.95,-8.31,-6.65,-9.97,10.00,0.81,-331.10,0.60,0.00,-41.26,E
S,5.80,9.30,-10.40,-12.47,-12.47,-12.47,0.00,0.83,206.15,0.74,1.00,-89.40,E
S,6.20,9.30,-9.28,-5.82,-11.64,0.00,35.00,0.82,-654.11,-0.87,0.00,70.86,E
S,6.20,9.30,-9.38,-0.83,-4.99,3.32,25.00,0.82,-1023.00,-0.94,0.00,67.84,E
S,8.10,9.30,-5.37,-7.48,-9.97,-4.99,10.00,0.99,163.26,-0.99,1.00,103.64,E
S,8.10,9.30,-5.44,-4.99,-7.48,-2.49,10.00,0.99,-410.21,-1.24,0.00,132.74,E
S,8.10,9.30,-5.49,-3.74,-7.48,0.00,15.00,0.99,-420.34,-1.25,0.00,146.01,E
S,11.10,9.30,6.52,-6.23,-9.97,-2.49,15.00,0.96,1023.00,-1.91,1.00,203.93,E
S,11.10,9.30,6.70,6.23,12.47,0.00,25.00,0.89,375.19,-1.50,1.00,198.59,E
S,12.00,9.30,9.91,7.48,9.97,4.99,10.00,0.85,835.92,-0.76,1.00,156.00,E
S,12.00,9.30,10.00,8.73,9.97,7.48,5.00,0.85,116.36,-1.23,1.00,331.93,E
S,12.00,9.30,10.39,9.97,12.47,7.48,10.00,0.97,-204.83,-0.54,0.00,121.51,E
S,11.00,9.30,6.57,3.74,4.99,2.49,5.00,0.97,211.76,-0.82,1.00,213.61,E
S,11.00,9.30,6.75,3.32,6.65,0.00,20.00,0.89,58.29,-0.68,1.00,370.64,E
S,11.00,9.30,0.10,1.25,2.49,0.00,5.00,0.99,0.00,-0.42,1.00,0.00,E
S,11.00,9.30,0.10,1.25,2.49,0.00,5.00,0.99,0.00,-0.42,1.00,0.00,E
S,11.00,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-0.42,1.00,0.00,E
S,11.00,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-0.42,1.00,0.00,E
S,11.00,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-0.42,1.00,0.00,E
S,11.00,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-0.42,1.00,0.00,E
S,11.00,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-0.42,1.00,0.00,E
S,11.00,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-0.42,1.00,0.00,E
S,11.00,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-0.42,1.00,0.00,E
S,11.00,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-0.42,1.00,0.00,E
S,10.60,9.30,5.28,2.49,0.00,4.99,10.00,0.99,283.86,2.28,1.00,-228.08,E
S,10.60,9.30,5.60,1.25,-4.99,7.48,25.00,0.89,612.69,0.21,1.00,2.42,E
S,10.60,9.30,5.38,4.99,4.99,4.99,0.00,0.99,90.98,-0.92,1.00,77.51,E
S,11.20,9.30,7.84,7.48,9.97,4.99,10.00,0.95,481.11,-1.21,1.00,125.74,E
S,11.20,9.30,7.92,8.73,14.96,2.49,25.00,0.89,376.79,-0.98,1.00,66.00,E
S,11.00,9.30,7.20,6.23,12.47,0.00,25.00,0.97,418.18,-0.21,1.00,-12.01,E
S,11.00,9.30,7.27,6.23,9.97,2.49,15.00,0.97,794.53,0.84,1.00,-138.75,E
S,11.00,9.30,7.38,9.97,9.97,9.97,0.00,0.91,639.65,0.62,1.00,-75.72,E
S,11.60,9.30,9.55,5.82,9.97,1.66,25.00,0.79,344.78,-0.84,1.00,61.22,E
S,11.60,9.30,9.89,9.97,9.97,9.97,0.00,0.92,358.50,-0.33,1.00,30.39,E
S,11.60,9.30,9.91,16.21,19.95,12.47,15.00,0.89,340.85,-1.18,1.00,115.98,E
S,12.50,9.30,12.52,9.14,14.96,3.32,35.00,0.77,-269.44,3.26,0.00,-342.90,E
S,12.50,9.30,12.16,7.48,13.30,1.66,35.00,0.69,-185.78,2.47,0.00,-184.40,E
S,14.50,9.30,16.60,7.48,14.96,0.00,30.00,0.60,1023.00,-0.32,1.00,33.16,E
S,14.50,9.30,17.26,7.48,9.97,4.99,10.00,0.64,149.81,-0.87,1.00,93.10,E
S,14.50,9.30,14.73,19.95,24.93,14.96,20.00,0.46,-152.07,2.96,0.00,-295.00,E
S,19.10,9.30,10.20,8.73,19.95,-2.49,45.00,0.07,1023.00,-0.27,1.00,-78.18,E
S,19.10,9.30,22.72,13.30,16.62,9.97,20.00,0.46,526.13,2.14,1.00,-325.55,E
S,40.00,9.30,36.99,23.69,24.93,22.44,5.00,0.91,1023.00,1.73,1.00,-226.09,E
S,40.00,9.30,36.99,17.45,14.96,19.95,10.00,0.91,1023.00,2.53,1.00,-421.85,E
S,40.00,9.30,10.05,13.71,7.48,19.95,25.00,0.06,347.45,3.00,1.00,-518.26,E
S,40.00,9.30,10.16,13.71,4.99,22.44,35.00,0.07,347.71,1.34,1.00,-292.04,E
S,40.00,9.30,10.21,13.71,7.48,19.95,25.00,0.07,539.67,-1.06,1.00,-112.89,E
S,40.00,9.30,10.00,13.71,9.97,17.45,15.00,0.06,258.54,-1.90,1.00,-26.19,E
S,40.00,9.30,36.99,12.47,9.97,14.96,10.00,0.91,1023.00,-2.06,1.00,8.95,E
S,40.00,9.30,10.23,22.44,24.93,19.95,10.00,0.07,-1023.00,2.50,0.00,-1023.00,E
S,40.00,9.30,10.00,14.96,12.47,17.45,10.00,0.06,28.78,1.55,1.00,-398.65,E
S,40.00,9.30,10.37,11.22,4.99,19.95,30.00,0.07,395.25,1.10,1.00,-254.50,E
S,40.00,9.30,10.37,13.71,7.48,19.95,25.00,0.07,399.69,-0.18,1.00,-175.08,E
S,40.00,9.30,10.21,11.22,4.99,17.45,25.00,0.07,505.22,-0.13,1.00,-206.82,E
S,40.00,9.30,10.37,12.47,4.99,19.95,30.00,0.07,316.63,-0.60,1.00,-122.23,E
S,40.00,9.30,10.05,11.22,7.48,14.96,15.00,0.06,663.68,-0.68,1.00,-133.59,E
S,40.00,9.30,10.00,12.47,7.48,17.45,20.00,0.06,424.90,-0.94,1.00,-77.84,E
S,14.20,9.30,39.75,19.95,22.44,19.95,5.00,0.99,1023.00,-0.02,1.00,-228.76,E
S,14.20,9.30,29.59,24.93,24.93,27.43,5.00,0.67,1023.00,2.97,1.00,-564.36,E
S,14.20,9.30,22.15,22.44,14.96,29.92,30.00,0.44,1023.00,4.84,1.00,-759.94,E
S,19.60,9.30,14.61,17.45,7.48,27.43,40.00,0.21,1023.00,5.21,1.00,-839.18,E
S,19.60,9.30,19.89,14.96,0.00,29.92,60.00,0.37,1023.00,4.39,1.00,-801.58,E
S,4.60,9.30,7.23,8.73,-9.97,27.43,75.00,0.37,761.66,2.86,1.00,-665.30,E
S,4.60,9.30,6.49,5.82,0.00,11.64,35.00,0.66,430.58,0.12,1.00,-400.01,E
S,4.60,9.30,6.76,9.97,9.97,9.97,0.00,0.50,686.51,-0.84,1.00,180.45,E
S,2.90,9.30,3.21,4.99,9.97,0.00,20.00,0.50,607.59,0.00,1.00,-737.34,E
S,2.90,9.30,7.37,8.73,-2.49,19.95,45.00,0.06,168.06,0.70,1.00,-470.49,E
S,3.20,9.30,3.56,3.74,2.49,4.99,5.00,0.50,780.95,-1.55,1.00,-243.98,E
S,3.20,9.30,3.44,3.74,4.99,2.49,5.00,0.50,531.50,-1.57,1.00,156.10,E
S,3.30,9.30,3.52,2.49,4.99,0.00,10.00,0.50,259.66,-1.44,1.00,-88.53,E
S,3.30,9.30,3.63,6.23,0.00,12.47,25.00,0.48,867.16,-1.11,1.00,-251.30,E
S,3.30,9.30,3.49,4.99,0.00,9.97,20.00,0.48,227.88,-2.00,1.00,-140.96,E
S,3.20,9.30,-1.94,1.25,0.00,2.49,5.00,0.99,-31.31,-1.56,0.00,-163.22,E
S,3.20,9.30,-0.48,1.25,2.49,0.00,5.00,0.83,407.15,-1.80,1.00,-81.24,E
S,3.20,9.30,-2.43,1.25,0.00,2.49,5.00,0.99,-169.49,-1.84,0.00,-110.79,E
S,3.20,9.30,2.59,2.49,0.00,4.99,10.00,0.50,372.24,-1.77,1.00,-75.83,E
S,3.20,9.30,-1.08,0.00,0.00,0.00,0.00,0.83,162.04,-1.85,1.00,-79.40,E
