;;;;;;;0
3;0;0,09;0;17,95;10;26,8;10634
4;0;0,02;0;36,4;10;26,8;10638
3;0;0,11;0;18,95;10;26,8;10641
3;0;0,09;0;37,9;10;26,8;10644
3;0;0,07;0;18,95;10;26,8;10647
3;0;0,07;0;37,9;10;26,8;10650
3;0;0,05;0;18,95;10;26,8;10653
3;0;0,14;0;37,9;10;26,8;10656
3;0;0,09;0;17,95;10;26,8;10659
4;0;0,11;0;36,9;10;26,8;10663
3;0;0,09;0;17,95;10;26,8;10666
3;0;0,09;0;36,4;10;26,8;10669
3;0;0,12;0;18,45;10;26,8;10672
3;0;0,07;0;37,4;10;26,8;10675
3;0;0,11;0;18,45;10;26,8;10678
3;0;0,09;0;37,9;10;26,8;10681
3;0;0,07;0;19,45;10;26,8;10684
4;0;-0,14;0;38,9;10;26,8;10688
3;0;0,09;0;19,45;10;26,8;10691
3;0;-0,03;0;37,9;10;26,8;10694
3;0;0,08;0;18,45;10;26,8;10697
3;0;0,2;0;36,9;10;26,8;10700
3;0;0,04;0;17,95;10;26,8;10703
3;0;0,09;0;36,4;10;26,8;10706
4;0;0,05;0;17,95;10;24,4;10710
3;0;0,07;0;36,9;10;24,4;10713
3;0;0,08;0;18,95;10;24,4;10716
3;0;0;0;37,9;10;24,4;10719
3;0;0,07;0;20,45;10;24,4;10722
3;0;-0,01;0;39,89;10;24,4;10725
4;0;0,04;0;19,95;10;24,4;10729
3;0;0,03;0;39,39;10;24,4;10732
3;0;0,03;0;18,95;10;24,4;10735
3;0;0,01;0;36,4;10;24,4;10738
3;0;0,07;0;17,95;10;24,4;10741
3;0;0,04;0;35,41;10;24,4;10744
3;0;0,03;0;17,95;10;24,4;10747
3;0;0;0;36,4;10;24,4;10750
4;0;0,03;0;18,95;10;24,4;10754
3;0;0;0;37,9;10;24,4;10757
3;0;-0,03;0;19,45;10;24,4;10760
3;0;0,04;0;40,89;10;24,4;10763
3;0;0,02;0;18,45;10;24,4;10766
3;0;-0,03;0;38,4;10;24,4;10769
3;0;0;0;18,95;10;24,4;10772
4;0;-0,07;0;37,4;10;24,4;10776
3;0;0,01;0;17,95;10;24,4;10779
3;0;-0,03;0;35,9;10;24,4;10782
3;0;0,01;0;18,45;10;24,4;10785
3;0;0,04;0;36,9;10;24,4;10788
3;0;-0,07;0;18,45;10;24,4;10791
4;0;0,01;0;37,9;10;24,4;10795
3;0;-0,05;0;19,45;10;24,4;10798
3;0;-0,06;0;41,89;10;24,4;10801
3;0;-0,07;0;16,95;10;24,4;10804
3;0;-0,01;0;35,9;10;20,9;10807
4;0;-0,09;0;17,95;10;20,9;10811
3;0;-0,05;0;35,41;10;20,9;10814
3;0;-0,02;0;18,95;10;20,9;10817
3;0;-0,05;0;36,9;10;20,9;10820
3;0;-0,03;0;18,95;10;20,9;10823
4;0;0,07;0;38,4;10;20,9;10827
4;0;-0,11;0;22,94;10;20,9;10831
2;0;-0,01;0;38,9;10;20,9;10833
3;0;-0,05;0;19,95;10;20,9;10836
3;0;0,03;0;38,9;10;20,9;10839
4;0;-0,03;0;18,45;10;20,9;10843
3;0;-0,06;0;37,9;10;20,9;10846
3;0;-0,07;0;20,94;10;20,9;10849
3;0;-0,05;0;37,4;10;20,9;10852
3;0;-0,05;0;18,95;10;20,9;10855
4;0;-0,08;0;37,9;10;20,9;10859
3;0;-0,09;0;19,45;10;20,9;10862
3;0;-0,06;0;38,4;10;20,9;10865
3;0;0,08;0;18,95;10;20,9;10868
3;0;-0,06;0;38,4;10;20,9;10871
4;0;0;0;18,45;10;20,9;10875
3;0;-0,02;0;37,9;10;20,9;10878
3;0;-0,05;0;18,95;10;20,9;10881
3;0;0,04;0;37,9;10;20,9;10884
3;0;-0,03;0;18,45;10;20,9;10887
4;0;-0,01;0;37,4;10;20,9;10891
3;0;-0,03;0;18,45;10;20,9;10894
3;0;-0,05;0;37,9;10;20,9;10897
3;0;-0,11;0;18,95;10;20,9;10900
3;0;-0,1;0;19,95;10;17,9;10903
4;0;-0,07;0;39,39;10;17,9;10907
3;0;-0,1;0;38,9;10;17,9;10910
3;0;-0,14;0;19,45;10;17,9;10913
4;0;-0,04;0;40,39;10;17,9;10917
3;0;-0,12;0;19,45;10;17,9;10920
3;0;-0,08;0;38,4;10;17,9;10923
3;0;-0,01;0;19,45;10;17,9;10926
3;0;-0,08;0;38,9;10;17,9;10929
3;0;-0,1;0;20,45;10;17,9;10932
4;0;-0,06;0;39,89;10;17,9;10936
3;0;-0,07;0;20,45;10;17,9;10939
3;0;-0,2;0;37,4;10;14,4;10942
4;0;-0,3;0;18,95;10;14,4;10946
3;0;-0,13;0;38,4;10;14,4;10949
3;0;0,66;0;17,95;10;14,4;10952
3;0;-0,12;0;23,94;10;14,4;10955
3;0;0,01;0;28,42;10;14,4;10958
3;0;0,14;0;24,43;10;14,4;10961
3;0;0,05;0;5,49;10;11,2;10964
3;0;0,57;0;10,97;10;11,2;10967
3;0;0,4;0;6,48;10;11,2;10970
3;0;0,47;0;2,99;10;9,8;10973
3;0;0,62;0;-5,98;10;9,8;10976
3;0;0,96;0;1,5;10;9,8;10979
3;0;0,51;0;-2,49;10;8,9;10982
3;0;0,3;0;-3,99;10;8,9;10985
3;0;0,25;0;-1,5;10;9;10988
3;0;0,33;0;-0,5;10;9,3;10991
3;0;0,31;0;-1,99;10;9,3;10994
3;0;0,38;0;-0,5;10;9,3;10997
4;0;0,46;0;-2,99;10;9,3;11001
3;0;0,27;0;-1,99;10;9,3;11004
3;0;0,54;0;-0,5;10;9,7;11007
3;0;0,47;0;0;10;9,7;11010
3;0;0,36;0;0;10;10;11013
3;0;0,45;0;0;10;10;11016
3;0;0,4;0;1;10;10;11019
3;0;0,32;0;1;10;10,1;11022
3;0;0,33;0;1,5;10;10,1;11025
3;0;0,24;0;0;10;9,7;11028
3;0;0,18;0;1;10;9,7;11031
3;0;0,18;0;-0,5;10;9,7;11034
3;0;0,27;0;0;10;9,7;11037
3;0;0,25;0;-1;10;9,7;11040
3;0;0,41;0;-1,5;10;9,7;11043
3;0;0,42;0;0;10;9,8;11046
2;0;0,33;0;0,5;10;9,8;11048
3;0;0,39;0;-0,5;10;9,8;11051
3;0;0,41;0;-1;10;9,8;11054
3;0;0,47;0;-0,5;10;9,8;11057
3;0;0,35;0;0;10;9,6;11060
3;0;0,24;0;-1;10;9,6;11063
4;0;0,31;0;-0,5;10;9,6;11067
3;0;0,47;0;0;10;9,8;11070
3;0;0,49;0;-1;10;9,8;11073
3;0;0,44;0;-0,5;10;9,7;11076
3;0;0,74;0;-1,5;10;9,7;11079
3;0;0,77;0;-1,5;10;9,7;11082
3;0;0,6;0;-0,5;10;9,8;11085
3;0;0,54;0;-1;10;9,8;11088
3;0;0,53;0;0;10;9,8;11091
3;0;0,25;0;0;10;9,8;11094
3;0;0,22;0;-0,5;10;9,8;11097
3;0;0,41;0;-1,5;10;9,8;11100
3;0;0,36;0;-0,5;10;9,8;11103
3;0;0,31;0;-1;10;9,8;11106
3;0;0,5;0;0;10;10;11109
3;0;0,45;0;-0,5;10;10;11112
3;0;0,19;0;-1,99;10;10;11115
3;0;0,21;0;0;10;10,2;11118
3;0;0,51;0;-0,5;10;10,2;11121
3;0;0,2;0;1,99;10;10,2;11124
3;0;0,36;0;0,5;10;10,2;11127
3;0;0,43;0;0,5;10;10,2;11130
4;0;0,41;0;0,5;10;10;11134
3;0;0,4;0;0,5;10;10;11137
3;0;0,41;0;1;10;10;11140
3;0;0,44;0;-0,5;10;10;11143
3;0;0,3;0;-1;10;10;11146
3;0;0,25;0;0,5;10;10;11149
3;0;0,5;0;0,5;10;10;11152
3;0;0,25;0;-0,5;10;10;11155
3;0;0,58;0;1;10;10;11158
3;0;0,44;0;1,5;10;10;11161
3;0;0,5;0;-0,5;10;10;11164
3;0;0,34;0;0,5;10;10;11167
3;0;0,35;0;0;10;10;11170
2;0;0,48;0;0;10;9,9;11172
3;0;0,35;0;0;10;9,9;11175
3;0;0,5;0;0,5;10;9,9;11178
3;0;0,3;0;0;10;9,9;11181
3;0;0,28;0;-0,5;10;9,9;11184
3;0;0,94;0;0;10;9,9;11187
3;0;0,2;0;-1,5;10;9,9;11190
3;0;0,57;0;-0,5;10;9,9;11193
3;0;0,22;0;-1;10;10,2;11196
3;0;0,53;0;0;10;10,2;11199
3;0;0,23;0;-0,5;10;10,2;11202
3;0;0,22;0;-0,5;10;10,2;11205
3;0;0,34;0;1;10;10,2;11208
3;0;0,7;0;-1;10;9,8;11211
3;0;0,07;0;-0,5;10;9,8;11214
3;0;0,37;0;-1,99;10;9,8;11217
3;0;0,45;0;-0,5;10;9,8;11220
3;0;0,21;0;-0,5;10;10;11223
3;0;0,09;0;-1;10;10;11226
3;0;0,17;0;-1;10;10;11229
3;0;0,57;0;-0,5;10;10;11232
3;0;0,57;0;0;10;10,1;11235
3;0;0,56;0;0;10;10,1;11238
3;0;0,22;0;0,5;10;10,1;11241
3;0;0,7;0;0,5;10;10,1;11244
3;0;0,65;0;0,5;10;10,1;11247
3;0;0,28;0;-0,5;10;10,1;11250
3;0;0,3;0;0,5;10;10,1;11253
4;0;0,52;0;1;10;10,1;11257
3;0;0,44;0;1;10;10,1;11260
3;0;0,19;0;0,5;10;10,1;11263
3;0;0,2;0;0,5;10;10,1;11266
3;0;0,32;0;0,5;10;10,1;11269
3;0;0,31;0;-0,5;10;9,8;11272
3;0;0,36;0;-1;10;9,8;11275
3;0;0,25;0;-0,5;10;9,8;11278
3;0;0,22;0;-0,5;10;9,8;11281
3;0;0,44;0;0;10;9,8;11284
3;0;0,29;0;-0,5;10;9,8;11287
3;0;-0,03;0;-0,5;10;9,8;11290
3;0;0,98;0;-2,49;10;9,6;11293
3;0;-0,07;0;-1,5;10;9,6;11296
3;0;0,94;0;-2,99;10;9,6;11299
3;0;0,99;0;-1;10;9,6;11302
3;0;-0,01;0;-1;10;9,6;11305
3;0;0,71;0;-2,99;10;9,6;11308
3;0;0,73;0;-1;10;9,6;11311
3;0;0,08;0;-1;10;9,6;11314
3;0;0,14;0;-1,5;10;9,6;11317
3;0;0,76;0;-1,5;10;9,6;11320
3;0;-0,18;0;0,5;10;9,8;11323
3;0;0,04;0;0;10;9,8;11326
3;0;0,03;0;-1;10;9,8;11329
3;0;0,71;0;-0,5;10;9,8;11332
3;0;0,33;0;-1;10;9,8;11335
3;0;0,37;0;-1;10;9,8;11338
3;0;0,33;0;-1;10;9,8;11341
3;0;0,35;0;-1,5;10;9,8;11344
3;0;0,34;0;-0,5;10;9,8;11347
3;0;0,34;0;-0,5;10;10,2;11350
3;0;0,3;0;-0,5;10;10,2;11353
3;0;0,36;0;-1;10;10,2;11356
3;0;0,42;0;0,5;10;10,2;11359
3;0;0,26;0;1;10;10,2;11362
3;0;0,35;0;1,5;10;10,2;11365
3;0;0,65;0;0;10;10,2;11368
3;0;0,31;0;0;10;10,2;11371
3;0;0,42;0;0;10;9,9;11374
3;0;0,37;0;0;10;9,9;11377
3;0;0,26;0;0;10;9,9;11380
3;0;0,33;0;-1;10;9,9;11383
3;0;0,33;0;0;10;9,9;11386
3;0;0,26;0;0;10;9,9;11389
3;0;0,29;0;-0,5;10;9,9;11392
3;0;0,31;0;-1,5;10;9,9;11395
3;0;0,41;0;-2,49;10;9,9;11398
3;0;0,36;0;0;10;9,9;11401
3;0;0,32;0;0,5;10;9,9;11404
3;0;0,37;0;0;10;9,9;11407
3;0;0,33;0;0,5;10;10,1;11410
3;0;0,35;0;0,5;10;10,1;11413
4;0;0,31;0;0;10;10,1;11417
3;0;0,4;0;1;10;10,1;11420
3;0;0,47;0;0;10;10,1;11423
3;0;0,23;0;0;10;10,1;11426
3;0;0,27;0;0;10;10,1;11429
3;0;0,16;0;0,5;10;10,1;11432
3;0;0,16;0;0,5;10;10,1;11435
3;0;0,22;0;0,5;10;10,1;11438
3;0;0,13;0;1;10;10,1;11441
3;0;0,61;0;1;10;10,1;11444
3;0;0,65;0;0,5;10;10,1;11447
3;0;0,73;0;1;10;10,1;11450
3;0;0,73;0;0;10;10,1;11453
3;0;0,11;0;0;10;10,1;11456
4;0;0,02;0;0;10;10,1;11460
3;0;0,02;0;0,5;10;10,1;11463
3;0;-0,02;0;0,5;10;10,4;11466
3;0;0,01;0;1;10;10,4;11469
3;0;0,69;0;1,99;10;10,4;11472
3;0;0,7;0;1;10;10,4;11475
3;0;0,69;0;0;10;10,4;11478
3;0;-0,04;0;-0,5;10;10,4;11481
4;0;0,65;0;1;10;10,4;11485
3;0;0,05;0;1,99;10;10,4;11488
3;0;0,03;0;1;10;10,4;11491
3;0;0,58;0;2,49;10;10,4;11494
3;0;0,25;0;1,99;10;10,4;11497
3;0;0,42;0;3,49;10;10,4;11500
3;0;0,42;0;1;10;10,4;11503
3;0;0,89;0;1,99;10;10,4;11506
3;0;0,71;0;1;10;10,4;11509
3;0;0,66;0;1,99;10;10,4;11512
3;0;0,43;0;2,49;10;9,7;11515
3;0;0,53;0;1;10;9,7;11518
3;0;0,51;0;1;10;9,7;11521
3;0;0,19;0;-1;10;9,7;11524
3;0;0,17;0;-1,99;10;9,7;11527
3;0;0,2;0;-0,5;10;9,7;11530
3;0;0,45;0;-0,5;10;9,7;11533
3;0;0,65;0;-1,5;10;9,7;11536
3;0;0,15;0;-1;10;10,1;11539
3;0;0,56;0;-1,99;10;10,1;11542
3;0;0,69;0;-2,99;10;10,1;11545
3;0;0,31;0;0,5;10;10,1;11548
3;0;0,29;0;0,5;10;10,1;11551
3;0;0,15;0;0,5;10;10,1;11554
3;0;0,11;0;0,5;10;10,1;11557
3;0;0,68;0;1;10;10,1;11560
3;0;0,88;0;1;10;10,1;11563
3;0;0,93;0;1,5;10;10;11566
3;0;-0,01;0;0,5;10;10;11569
3;0;-0,01;0;0;10;10;11572
3;0;-0,03;0;0;10;10;11575
3;0;0,08;0;-0,5;10;10;11578
4;0;0,69;0;0;10;10;11582
3;0;0,77;0;-0,5;10;10;11585
3;0;-0,03;0;-0,5;10;10;11588
3;0;-0,03;0;-0,5;10;10;11591
3;0;0,07;0;-0,5;10;10;11594
3;0;0,02;0;0;10;10;11597
3;0;0,23;0;-1;10;10;11600
4;0;0,78;0;0;10;10;11604
3;0;0,12;0;-0,5;10;9,9;11607
4;0;0,17;0;-0,5;10;9,9;11611
3;0;0,62;0;-1;10;9,9;11614
3;0;0,51;0;-0,5;10;10;11617
3;0;0,25;0;-0,5;10;10;11620
3;0;0,79;0;1,5;10;10;11623
3;0;0,64;0;0,5;10;10;11626
4;0;0,53;0;0;10;10;11630
3;0;0,52;0;-1;10;10;11633
3;0;0,2;0;-1,99;10;10;11636
3;0;0,31;0;1;10;10;11639
3;0;0,77;0;1,5;10;10,5;11642
3;0;0,55;0;1;10;10,5;11645
3;0;-0,07;0;1;10;10;11648
3;0;0,85;0;1;10;10;11651
3;0;0,96;0;1,5;10;10;11654
3;0;0,85;0;0;10;10;11657
3;0;-0,17;0;-0,5;10;10;11660
4;0;-0,14;0;-1;10;10;11664
3;0;-0,05;0;-0,5;10;10;11667
3;0;-0,01;0;-1;10;10;11670
3;0;-0,03;0;-1,99;10;10;11673
3;0;-0,04;0;-0,5;10;10;11676
4;0;-0,09;0;-0,5;10;10;11680
3;0;-0,07;0;0,5;10;10;11683
3;0;0,7;0;1,99;10;10,5;11686
3;0;0,81;0;1,5;10;10,5;11689
3;0;0,88;0;1,99;10;10,5;11692
3;0;0,81;0;0;10;10,5;11695
3;0;0,07;0;-1;10;10,5;11698
3;0;0,07;0;-0,5;10;10,5;11701
3;0;0,08;0;-0,5;10;10,5;11704
4;0;0,1;0;1,5;10;10,5;11708
3;0;0,17;0;1,99;10;10,5;11711
3;0;0,59;0;4,49;10;10,5;11714
3;0;0,73;0;2,49;10;10,5;11717
3;0;0,74;0;3,49;10;10,5;11720
3;0;0,12;0;0,5;10;10,5;11723
3;0;0,15;0;1;10;10,5;11726
3;0;0,15;0;1,5;10;10,5;11729
3;0;0,18;0;1,99;10;10,5;11732
3;0;0,21;0;0,5;10;10,5;11735
3;0;0,33;0;1;10;10,5;11738
3;0;0,53;0;2,49;10;10,5;11741
3;0;0,45;0;1,99;10;12;11744
3;0;0,33;0;2,49;10;12;11747
3;0;0,3;0;3,99;10;12;11750
3;0;0,53;0;0,5;10;12;11753
3;0;0,54;0;1;10;12;11756
3;0;0,6;0;1,5;10;12;11759
3;0;0,25;0;3,99;10;12;11762
3;0;0,29;0;1,99;10;12;11765
4;0;-0,53;0;6,98;10;37,2;11769
3;0;-0,59;0;15,46;10;37,2;11772
3;0;-0,71;0;19,45;10;37,2;11775
4;0;-1,04;0;12,97;10;37,2;11779
3;0;-1,14;0;25,93;10;37,2;11782
3;0;-1,53;0;13,46;10;37,2;11785
3;0;-1,75;0;28,42;10;37,2;11788
4;0;-2,1;0;14,96;10;37,2;11792
3;0;-3,32;0;17,95;10;37,2;11795
3;0;-3,43;0;36,4;10;37,2;11798
3;0;-3,58;0;17,95;10;37,2;11801
3;0;-3,65;0;36,9;10;37,2;11804
4;0;-3,79;0;17,95;10;37,2;11808
3;0;-3,84;0;36,9;10;87,9;11811
3;0;-3,9;0;17,95;10;87,9;11814
3;0;-4,1;0;36,9;10;87,9;11817
4;0;-4,14;0;18,45;10;87,9;11821
3;0;-4,47;0;35,41;10;87,9;11824
3;0;-4,61;0;17,95;10;87,9;11827
3;0;-4,71;0;35,9;10;87,9;11830
3;0;-4,96;0;18,45;10;87,9;11833
4;0;-5,16;0;36,4;10;87,9;11837
3;0;-5,15;0;17,95;10;87,9;11840
3;0;-5,35;0;36,4;10;87,9;11843
3;0;-5,38;0;17,95;10;87,9;11846
3;0;-5,87;0;35,41;10;87,9;11849
3;0;-5,68;0;17,45;10;87,9;11852
4;0;-5,62;0;35,9;10;87,9;11856
3;0;-5,43;0;17,95;10;87,9;11859
3;0;-5,31;0;35,9;10;87,9;11862
3;0;-5,02;0;18,45;10;87,9;11865
3;0;-4,71;0;36,9;10;87,9;11868
4;0;-4,44;0;17,95;10;87,9;11872
3;0;-4,15;0;36,4;10;87,9;11875
3;0;-2,85;0;36,4;10;84,9;11878
3;0;-2,64;0;17,95;10;84,9;11881
3;0;-2,55;0;35,9;10;84,9;11884
4;0;-2,51;0;18,45;10;84,9;11888
3;0;-2,51;0;36,9;10;84,9;11891
3;0;-2,41;0;18,95;10;84,9;11894
3;0;-2,35;0;38,9;10;84,9;11897
4;0;-2,27;0;18,45;10;84,9;11901
3;0;-2,16;0;36,9;10;84,9;11904
3;0;-2,2;0;17,45;10;84,9;11907
3;0;-2,17;0;35,41;10;84,9;11910
3;0;-2,09;0;17,45;10;84,9;11913
4;0;-2,06;0;35,41;10;84,9;11917
3;0;-2,05;0;17,95;10;84,9;11920
3;0;-1,85;0;36,4;10;84,9;11923
3;0;-1,74;0;18,45;10;84,9;11926
3;0;-1,65;0;37,9;10;84,9;11929
4;0;-1,77;0;18,95;10;84,9;11933
3;0;-1,61;0;37,9;10;84,9;11936
3;0;-1,76;0;18,45;10;84,9;11939
3;0;-1,61;0;36,9;10;84,9;11942
3;0;-1,61;0;18,45;10;84,9;11945
4;0;-1,51;0;36,9;10;84,9;11949
3;0;-0,94;0;19,45;10;82,4;11952
3;0;-0,88;0;38,4;10;82,4;11955
3;0;-0,93;0;18,95;10;82,4;11958
4;0;-0,77;0;18,45;10;82,4;11962
3;0;-0,72;0;36,4;10;82,4;11965
3;0;-0,72;0;17,95;10;82,4;11968
3;0;-0,7;0;35,9;10;82,4;11971
3;0;-0,62;0;18,95;10;82,4;11974
4;0;-0,65;0;37,9;10;82,4;11978
3;0;-0,69;0;18,45;10;82,4;11981
3;0;-0,66;0;38,4;10;82,4;11984
3;0;-0,6;0;18,95;10;82,4;11987
4;0;-0,66;0;37,9;10;82,4;11991
3;0;-0,6;0;18,45;10;82,4;11994
3;0;-0,57;0;37,4;10;82,4;11997
3;0;-0,55;0;17,95;10;82,4;12000
3;0;-0,49;0;36,9;10;82,4;12003
4;0;-0,49;0;18,95;10;82,4;12007
3;0;-0,62;0;37,4;10;82,4;12010
3;0;-0,52;0;18,95;10;82,4;12013
3;0;-0,49;0;37,9;10;82,4;12016
4;0;-0,48;0;19,95;10;82,4;12020
3;0;-0,44;0;38,4;10;82,4;12023
3;0;-0,46;0;18,45;10;82,4;12026
3;0;-0,44;0;37,9;10;82,4;12029
3;0;-0,45;0;36,4;10;82,4;12032
3;0;-0,31;0;37,4;10;82,4;12035
3;0;-0,4;0;18,95;10;82,4;12038
3;0;-0,44;0;37,9;10;83,7;12041
3;0;-0,39;0;18,95;10;83,7;12044
4;0;-0,2;0;36,9;10;83,7;12048
3;0;-0,32;0;18,45;10;83,7;12051
3;0;-0,24;0;36,9;10;83,7;12054
3;0;-0,23;0;18,95;10;83,7;12057
3;0;-0,23;0;38,4;10;83,7;12060
4;0;-0,23;0;19,45;10;83,7;12064
3;0;-0,19;0;38,4;10;83,7;12067
3;0;-0,13;0;18,95;10;83,7;12070
3;0;-0,11;0;37,4;10;83,7;12073
3;0;-0,13;0;17,95;10;83,7;12076
4;0;-0,01;0;37,4;10;83,7;12080
3;0;-0,01;0;17,45;10;83,7;12083
3;0;0,04;0;37,9;10;83,7;12086
3;0;0,06;0;17,45;10;83,7;12089
3;0;0,05;0;35,9;10;83,7;12092
3;0;0,22;0;18,95;10;83,7;12095
3;0;0,27;0;37,9;10;83,7;12098
3;0;0,35;0;18,95;10;83,7;12101
3;0;0,37;0;37,4;10;83,7;12104
3;0;0,84;0;38,4;10;83,7;12107
3;0;0,68;0;17,95;10;83;12110
3;0;0,88;0;37,4;10;83;12113
3;0;1,14;0;17,95;10;83;12116
3;0;1,34;0;36,4;10;83;12119
3;0;1,72;0;17,95;10;83;12122
3;0;1,95;0;36,9;10;83;12125
4;0;2,21;0;17,95;10;83;12129
3;0;2,57;0;35,9;10;83;12132
3;0;2,95;0;17,95;10;83;12135
3;0;3,42;0;35,9;10;83;12138
3;0;3,69;0;17,45;10;83;12141
3;0;4,04;0;34,41;10;83;12144
3;0;4,42;0;17,45;10;83;12147
3;0;4,69;0;33,91;10;83;12150
3;0;5;0;16,46;10;83;12153
3;0;5,16;0;32,91;10;83;12156
3;0;5,63;0;15,96;10;83;12159
3;0;5,91;0;32,41;10;83;12162
3;0;6,03;0;14,96;10;83;12165
3;0;6,21;0;29,92;10;83;12168
3;0;6,24;0;14,96;10;83;12171
3;0;6,41;0;29,42;10;83;12174
4;0;6,38;0;14,46;10;83;12178
3;0;6,42;0;29,42;10;83;12181
3;0;6,4;0;13,96;10;83;12184
3;0;6,3;0;27,93;10;83;12187
3;0;6,32;0;13,96;10;83;12190
3;0;6,17;0;28,42;10;83;12193
3;0;6,07;0;13,96;10;83;12196
3;0;5,89;0;27,93;10;83;12199
3;0;5,75;0;13,96;10;83;12202
3;0;5,55;0;27,93;10;83;12205
3;0;5,56;0;13,96;10;83,4;12208
3;0;5,18;0;27,93;10;83,4;12211
3;0;5;0;13,96;10;83,4;12214
3;0;4,87;0;27,93;10;83,4;12217
3;0;4,62;0;14,46;10;83,4;12220
3;0;4,2;0;28,42;10;83,4;12223
4;0;4,02;0;13,96;10;83,4;12227
3;0;3,77;0;28,92;10;83,4;12230
3;0;3,44;0;14,96;10;83,4;12233
3;0;3,47;0;29,92;10;83,4;12236
3;0;3,37;0;14,46;10;83,4;12239
3;0;3,34;0;29,92;10;83,4;12242
3;0;3,15;0;14,46;10;83,4;12245
3;0;3,12;0;29,92;10;83,4;12248
4;0;2,76;0;15,46;10;83,4;12252
3;0;2,57;0;29,92;10;83,4;12255
3;0;2,52;0;15,46;10;83,4;12258
3;0;2,52;0;31,42;10;83,4;12261
3;0;2,45;0;15,96;10;83,4;12264
3;0;2,59;0;31,42;10;83,4;12267
3;0;2,54;0;15,46;10;83,4;12270
3;0;2,67;0;32,41;10;83,4;12273
3;0;2,81;0;15,46;10;83,4;12276
3;0;2,75;0;31,91;10;83,4;12279
3;0;2,92;0;16,46;10;83,4;12282
3;0;2,93;0;32,41;10;83,4;12285
3;0;2,96;0;15,46;10;83,4;12288
3;0;3,09;0;31,42;10;83,4;12291
3;0;2,96;0;15,96;10;83,4;12294
3;0;2,98;0;31,91;10;83,4;12297
3;0;3,07;0;15,96;10;83,4;12300
4;0;2,83;0;31,91;10;93;12304
3;0;2,85;0;15,46;10;93;12307
3;0;2,97;0;31,42;10;93;12310
3;0;3;0;15,46;10;93;12313
3;0;2,91;0;31,42;10;93;12316
3;0;2,95;0;15,46;10;93;12319
3;0;2,97;0;30,92;10;93;12322
3;0;2,99;0;15,46;10;93;12325
4;0;2,98;0;30,92;10;93;12329
3;0;3,33;0;15,46;10;93;12332
3;0;3,08;0;30,92;10;93;12335
3;0;3,1;0;15,96;10;93;12338
3;0;3,17;0;31,42;10;93;12341
3;0;3,05;0;15,96;10;93;12344
3;0;3,21;0;31,42;10;93;12347
4;0;3,28;0;15,46;10;93;12351
3;0;3,23;0;30,92;10;93;12354
3;0;3,31;0;14,96;10;93;12357
3;0;3,55;0;30,92;10;93;12360
3;0;3,47;0;14,46;10;93;12363
3;0;3,4;0;29,92;10;93;12366
3;0;3,51;0;15,46;10;93;12369
3;0;3,55;0;29,92;10;93;12372
4;0;3,58;0;15,46;10;93;12376
3;0;3,51;0;30,42;10;93;12379
3;0;3,46;0;14,46;10;93;12382
3;0;3,44;0;29,42;10;93;12385
3;0;3,3;0;14,96;10;93;12388
3;0;3,33;0;29,92;10;93;12391
3;0;3,21;0;14,96;10;93;12394
3;0;3,03;0;28,92;10;93;12397
3;0;3,07;0;13,96;10;93;12400
3;0;2,52;0;28,92;10;91,1;12403
3;0;2,43;0;14,96;10;91,1;12406
3;0;2,27;0;29,92;10;91,1;12409
3;0;1,97;0;14,46;10;91,1;12412
3;0;1,86;0;29,92;10;91,1;12415
3;0;1,75;0;15,46;10;91,1;12418
3;0;1,55;0;30,92;10;91,1;12421
4;0;1,33;0;15,46;10;91,1;12425
3;0;1,19;0;31,42;10;91,1;12428
3;0;1,02;0;15,96;10;91,1;12431
3;0;0,97;0;31,91;10;91,1;12434
3;0;0,77;0;15,96;10;91,1;12437
3;0;0,71;0;32,41;10;91,1;12440
3;0;0,77;0;15,96;10;91,1;12443
4;0;0,72;0;32,41;10;91,1;12447
3;0;0,77;0;18,95;10;91,1;12450
3;0;0,85;0;32,91;10;91,1;12453
3;0;0,94;0;16,46;10;91,1;12456
3;0;0,95;0;32,91;10;91,1;12459
3;0;1,14;0;16,95;10;91,1;12462
3;0;1,34;0;33,41;10;91,1;12465
4;0;1,33;0;16,46;10;91,1;12469
3;0;1,43;0;32,41;10;91,1;12472
3;0;1,4;0;15,96;10;91,1;12475
3;0;1,52;0;32,91;10;91,1;12478
3;0;1,5;0;15,96;10;91,1;12481
3;0;1,73;0;31,91;10;91,1;12484
3;0;1,5;0;15,46;10;91,1;12487
3;0;1,51;0;31,91;10;91,1;12490
3;0;1,26;0;15,46;10;83,4;12493
4;0;1,04;0;31,42;10;83,4;12497
3;0;1;0;15,46;10;83,4;12500
3;0;0,95;0;31,91;10;83,4;12503
3;0;0,92;0;32,91;10;83,4;12506
3;0;0,86;0;16,46;10;83,4;12509
3;0;0,79;0;32,41;10;83,4;12512
3;0;0,84;0;16,95;10;83,4;12515
4;0;0,75;0;32,91;10;83,4;12519
3;0;0,7;0;16,95;10;83,4;12522
3;0;0,7;0;33,91;10;83,4;12525
3;0;0,72;0;15,96;10;83,4;12528
3;0;0,76;0;32,41;10;83,4;12531
3;0;0,75;0;16,46;10;83,4;12534
3;0;0,75;0;33,41;10;83,4;12537
4;0;0,84;0;16,46;10;83,4;12541
3;0;0,88;0;32,91;10;83,4;12544
3;0;0,89;0;17,45;10;83,4;12547
