;;;;;;;0
3;0;-1,94;0;18,45;10;60,1;5061
3;0;-2,32;0;35,41;10;60,1;5064
3;0;-2,75;0;18,45;10;60,1;5067
3;0;-2,97;0;35,9;10;60,1;5070
4;0;-3,41;0;19,45;10;60,1;5074
3;0;-3,45;0;37,4;10;60,1;5077
3;0;-3,78;0;19,45;10;60,1;5080
3;0;-4,05;0;38,9;10;60,1;5083
4;0;-4,31;0;19,95;10;60,1;5087
3;0;-4,53;0;39,39;10;60,1;5090
3;0;-4,8;0;19,95;10;60,1;5093
3;0;-5,05;0;40,39;10;90,9;5096
3;0;-5,22;0;20,94;10;90,9;5099
4;0;-5,42;0;41,89;10;90,9;5103
3;0;-5,58;0;20,94;10;90,9;5106
3;0;-5,77;0;41,39;10;90,9;5109
4;0;-6,12;0;22,44;10;90,9;5113
3;0;-6,17;0;40,39;10;90,9;5116
3;0;-6,21;0;39,89;10;84,4;5119
3;0;-5,93;0;40,39;10;84,4;5122
4;0;-5,99;0;20,45;10;84,4;5126
3;0;-3,38;0;40,39;10;65,7;5129
3;0;-1,53;0;41,89;10;60,3;5132
3;0;-1,38;0;19,95;10;60,3;5135
4;0;-1,49;0;40,39;10;60,3;5139
3;0;-1,37;0;19,95;10;60,3;5142
3;0;-1,47;0;40,89;10;60,3;5145
3;0;-1,49;0;19,45;10;60,3;5148
4;0;-1,52;0;39,89;10;60,3;5152
3;0;-1,52;0;20,45;10;60,3;5155
3;0;-1,53;0;40,39;10;60,3;5158
3;0;-1,57;0;20,45;10;60,3;5161
3;0;-1,57;0;41,39;10;60,3;5164
4;0;-1,56;0;20,94;10;60,3;5168
3;0;-1,51;0;41,89;10;60,3;5171
3;0;-1,55;0;20,45;10;60,3;5174
3;0;-1,59;0;40,39;10;60,3;5177
3;0;-2,01;0;40,89;10;60,3;5180
3;0;-2;0;20,94;10;60,3;5183
3;0;-2,12;0;40,89;10;60,3;5186
4;0;-1,97;0;20,94;10;54,9;5190
3;0;-1,91;0;40,39;10;54,9;5193
3;0;-1,93;0;19,45;10;54,9;5196
3;0;-1,89;0;39,89;10;54,9;5199
3;0;-2,06;0;19,95;10;54,9;5202
4;0;-2,11;0;40,39;10;54,9;5206
4;0;-2,07;0;20,45;10;54,9;5210
3;0;-2,11;0;40,39;10;54,9;5213
3;0;-2,04;0;19,95;10;54,9;5216
3;0;-1,38;0;20,94;10;51,2;5219
3;0;-1,34;0;41,89;10;51,2;5222
3;0;-1,3;0;20,45;10;51,2;5225
3;0;-1,05;0;19,95;10;51,2;5228
3;0;-1,15;0;39,89;10;51,2;5231
4;0;-1,11;0;40,39;10;51,2;5235
3;0;-1,18;0;20,94;10;51,2;5238
3;0;-1,05;0;39,89;10;51,2;5241
3;0;-1,1;0;19,95;10;51,2;5244
4;0;-1,08;0;39,89;10;51,2;5248
3;0;-0,98;0;20,45;10;45,4;5251
3;0;-1,02;0;40,89;10;45,4;5254
3;0;-1,06;0;20,45;10;45,4;5257
3;0;-1,03;0;40,89;10;45,4;5260
4;0;-1,06;0;20,45;10;45,4;5264
3;0;-1,07;0;40,89;10;45,4;5267
3;0;-1,11;0;19,95;10;45,4;5270
3;0;-1,05;0;39,89;10;45,4;5273
3;0;-1,05;0;19,95;10;45,4;5276
3;0;-1,21;0;40,89;10;45,4;5279
3;0;-1,17;0;20,45;10;45,4;5282
3;0;-1,18;0;40,89;10;45,4;5285
4;0;-1,16;0;20,45;10;45,4;5289
3;0;-1,24;0;40,89;10;45,4;5292
3;0;-1,12;0;19,95;10;39,2;5295
3;0;-1,13;0;39,89;10;39,2;5298
3;0;-1,08;0;20,45;10;39,2;5301
4;0;-1,12;0;40,89;10;39,2;5305
3;0;-1,14;0;18,95;10;39,2;5308
3;0;-0,97;0;39,39;10;39,2;5311
3;0;-1,06;0;19,95;10;39,2;5314
4;0;-0,99;0;40,39;10;39,2;5318
3;0;-1,07;0;19,95;10;39,2;5321
3;0;-1,03;0;40,89;10;39,2;5324
3;0;-0,97;0;19,95;10;39,2;5327
3;0;-0,95;0;40,39;10;39,2;5330
3;0;-0,9;0;20,94;10;39,2;5333
3;0;-0,9;0;19,95;10;39,2;5336
3;0;-0,91;0;39,89;10;39,2;5339
3;0;-0,85;0;39,89;10;39,2;5342
3;0;-0,78;0;19,95;10;31,4;5345
3;0;-0,56;0;41,89;10;25;5348
3;0;-0,64;0;19,95;10;25;5351
4;0;-0,61;0;40,39;10;25;5355
3;0;-0,6;0;19,95;10;25;5358
4;0;-0,45;0;19,95;10;25;5362
4;0;-0,48;0;40,39;10;19,2;5366
3;0;-0,42;0;20,45;10;19,2;5369
3;0;-0,44;0;40,39;10;19,2;5372
3;0;-0,49;0;19,45;10;19,2;5375
3;0;-0,48;0;39,39;10;19,2;5378
4;0;-0,42;0;19,95;10;19,2;5382
3;0;-0,47;0;40,39;10;19,2;5385
3;0;-0,48;0;20,94;10;19,2;5388
4;0;-0,4;0;19,95;10;19,2;5392
3;0;-0,45;0;40,39;10;19,2;5395
3;0;-0,54;0;19,95;10;19,2;5398
3;0;-0,52;0;39,39;10;19,2;5401
3;0;-0,48;0;19,95;10;19,2;5404
4;0;-0,43;0;39,89;10;19,2;5408
4;0;-0,46;0;39,89;10;15;5412
3;0;-0,55;0;20,45;10;15;5415
3;0;-0,42;0;40,39;10;15;5418
3;0;-0,43;0;20,45;10;15;5421
3;0;0,19;0;1,99;10;11,5;5424
3;0;-0,15;0;0;10;9,2;5427
3;0;0,17;0;0;10;9,2;5430
3;0;0,08;0;0;10;9,2;5433
2;0;0,11;0;-1;10;9,2;5435
4;0;0,1;0;-1,99;10;9,2;5439
3;0;0,13;0;-0,5;10;9,2;5442
3;0;0,12;0;-1,5;10;9,2;5445
3;0;0,13;0;0;10;9,2;5448
3;0;0,03;0;-7,98;10;8,3;5451
3;0;-0,02;0;-4,49;10;8,3;5454
3;0;0,18;0;-1,5;10;8,3;5457
4;0;0,14;0;-4,49;10;8,3;5461
3;0;-0,01;0;-8,98;10;8,3;5464
3;0;0,09;0;-4,99;10;8,3;5467
3;0;0,06;0;-8,48;10;8,3;5470
3;0;0,11;0;-1,99;10;8,3;5473
3;0;0,07;0;-3,49;10;8,3;5476
3;0;0,17;0;-1;10;8,3;5479
3;0;0,16;0;-2,99;10;8,3;5482
3;0;0,15;0;-1,99;10;8,3;5485
3;0;0,21;0;-5,49;10;8,3;5488
3;0;0,18;0;-4,49;10;8,3;5491
3;0;0,11;0;-9,47;10;8,3;5494
3;0;0,04;0;-4,99;10;8,1;5497
3;0;0,08;0;-2,99;10;8,1;5500
3;0;0,03;0;-5,98;10;8,1;5503
3;0;0,09;0;-3,99;10;8,1;5506
3;0;0,09;0;-8,98;10;8,1;5509
3;0;0,15;0;-3,99;10;8,1;5512
3;0;0,12;0;-7,48;10;8,1;5515
3;0;-0,01;0;-2,99;10;8,1;5518
3;0;0,21;0;-6,98;10;8,1;5521
3;0;0,13;0;-2,99;10;8,1;5524
3;0;0,09;0;-6,48;10;8,1;5527
3;0;0,13;0;-3,49;10;8,1;5530
3;0;0,13;0;-7,98;10;8,1;5533
3;0;0,05;0;-4,49;10;8,1;5536
3;0;0,17;0;-8,98;10;8,1;5539
3;0;0,11;0;-3,49;10;8,1;5542
3;0;0,04;0;-2,99;10;7,5;5545
3;0;-0,13;0;-5,98;10;7,5;5548
3;0;-0,1;0;-3,99;10;7,5;5551
3;0;-0,04;0;-8,98;10;7,5;5554
3;0;0;0;-4,49;10;7,5;5557
3;0;-0,14;0;-10,47;10;7,5;5560
3;0;-0,13;0;-6,98;10;7,5;5563
3;0;0,24;0;-13,46;10;7,5;5566
4;0;0,18;0;-5,98;10;7,5;5570
3;0;-0,22;0;-11,47;10;7,5;5573
3;0;-0,21;0;-4,49;10;7,5;5576
3;0;-0,24;0;-9,47;10;7,5;5579
3;0;-0,13;0;-3,49;10;7,5;5582
3;0;-0,11;0;-8,48;10;7,5;5585
3;0;-0,12;0;-4,49;10;7,5;5588
3;0;-0,12;0;-11,97;10;7,5;5591
3;0;-0,13;0;-9,47;10;7,5;5594
3;0;-0,14;0;-6,48;10;7,5;5597
3;0;-0,15;0;-12,47;10;6,8;5600
3;0;0,05;0;-14,46;10;6,8;5603
3;0;0;0;-10,47;10;6;5606
3;0;-0,09;0;-19,45;10;6;5609
3;0;-0,03;0;-16,46;10;6;5612
4;0;-0,03;0;-7,98;10;6;5616
3;0;0,04;0;-16,95;10;6;5619
3;0;-0,09;0;-9,97;10;6;5622
3;0;0,03;0;-20,94;10;6;5625
3;0;-0,21;0;-14,46;10;4,7;5628
3;0;-0,33;0;-28,42;10;4,7;5631
4;0;-0,26;0;-12,97;10;4,7;5635
3;0;-0,36;0;-24,43;10;4,7;5638
3;0;-0,13;0;-11,47;10;4,8;5641
3;0;-0,14;0;-23,94;10;4,8;5644
3;0;-0,12;0;-13,96;10;4,8;5647
3;0;-0,09;0;-28,42;10;4,8;5650
4;0;0,1;0;-15,46;10;4,8;5654
3;0;0,01;0;-31,42;10;4,8;5657
3;0;-0,02;0;-13,96;10;4,8;5660
3;0;0,03;0;-26,93;10;4,8;5663
3;0;-0,09;0;-11,97;10;4,8;5666
3;0;-0,04;0;-23,94;10;4,8;5669
4;0;0,05;0;-12,97;10;4,8;5673
3;0;-0,11;0;-25,93;10;4,8;5676
3;0;-0,02;0;-14,46;10;4,8;5679
3;0;0;0;-30,42;10;5;5682
4;0;-0,1;0;-12,47;10;5;5686
3;0;-0,07;0;-15,96;10;5;5689
3;0;-0,42;0;-26,93;10;5;5692
3;0;-0,04;0;-14,46;10;5;5695
4;0;0,13;0;-30,42;10;5;5699
4;0;-0,36;0;-11,97;10;5,9;5703
3;0;-0,22;0;-22,44;10;5,9;5706
4;0;0,18;0;-17,95;10;5,9;5710
3;0;-0,21;0;-22,94;10;5,7;5713
3;0;-0,12;0;-10,47;10;5,7;5716
3;0;-0,08;0;-22,44;10;5,7;5719
4;0;-0,07;0;-12,97;10;5,7;5723
3;0;-0,22;0;-26,93;10;5,7;5726
3;0;-0,08;0;-13,46;10;5,7;5729
3;0;-0,39;0;-28,42;10;5,7;5732
3;0;-0,21;0;-12,47;10;5,7;5735
4;0;-0,2;0;-24,43;10;5,7;5739
3;0;-0,08;0;-10,47;10;5,7;5742
3;0;-0,13;0;-20,45;10;5,7;5745
3;0;-0,11;0;-10,47;10;5,7;5748
3;0;0,07;0;-21,44;10;5,7;5751
4;0;-0,04;0;-12,47;10;5,7;5755
3;0;-0,24;0;-25,93;10;5,7;5758
3;0;-0,07;0;-13,96;10;5,7;5761
3;0;-0,08;0;-28,92;10;5,7;5764
3;0;-0,13;0;-13,96;10;5,7;5767
4;0;-0,05;0;-25,43;10;5,7;5771
3;0;0,05;0;-10,47;10;5,7;5774
3;0;-0,11;0;-20,45;10;6,4;5777
3;0;-0,11;0;-9,47;10;6,4;5780
3;0;-0,12;0;-20,45;10;6,4;5783
4;0;0,01;0;-11,97;10;6,4;5787
3;0;-0,13;0;-24,93;10;6,4;5790
3;0;-0,2;0;-13,96;10;6,4;5793
3;0;-0,16;0;-28,92;10;6,4;5796
3;0;0,24;0;-13,96;10;6,4;5799
3;0;-0,09;0;-25,43;10;6,4;5802
4;0;-0,1;0;-9,97;10;6,4;5806
3;0;-0,15;0;-20,45;10;6,4;5809
3;0;0,11;0;-11,97;10;6;5812
3;0;-0,02;0;-23,44;10;6;5815
3;0;-0,03;0;-10,97;10;6;5818
4;0;-0,14;0;-21,44;10;6;5822
3;0;-0,07;0;-9,97;10;6;5825
3;0;0,05;0;-19,95;10;6;5828
3;0;0,06;0;-11,97;10;6;5831
3;0;0,13;0;-22,94;10;6;5834
3;0;0,07;0;-19,45;10;6;5837
3;0;0,14;0;-10,97;10;6;5840
3;0;0,23;0;-22,44;10;6;5843
3;0;0,17;0;-12,97;10;6;5846
4;0;0,3;0;-25,43;10;6;5850
3;0;-0,02;0;-13,46;10;6;5853
3;0;0,03;0;-25,93;10;6;5856
3;0;0,13;0;-11,47;10;6;5859
3;0;0,19;0;-21,94;10;6;5862
3;0;0,12;0;-9,47;10;6;5865
4;0;-0,09;0;-1;10;10,1;5869
3;0;-0,26;0;-1,99;10;10,1;5872
3;0;-0,27;0;0;10;10,1;5875
3;0;-0,19;0;0;10;10,1;5878
3;0;-0,32;0;-0,5;10;10,1;5881
3;0;-0,24;0;-1;10;10,1;5884
4;0;-0,25;0;-0,5;10;10,1;5888
3;0;-0,24;0;-1,99;10;10,1;5891
3;0;-0,21;0;-1;10;10,1;5894
3;0;-0,22;0;-1,5;10;10,1;5897
3;0;-0,07;0;-1;10;10,1;5900
4;0;-0,24;0;-1,99;10;10,1;5904
3;0;-0,28;0;-1,99;10;10,6;5907
3;0;-0,21;0;-0,5;10;10,6;5910
4;0;-0,08;0;0;10;10,6;5914
3;0;-0,32;0;3,49;10;12,3;5917
3;0;0,53;0;34,41;10;15,9;5920
3;0;0,42;0;33,91;10;15,9;5923
3;0;0,39;0;17,45;10;15,9;5926
3;0;0,42;0;34,41;10;15,9;5929
3;0;0,48;0;15,46;10;16;5932
3;0;0,26;0;31,91;10;16;5935
3;0;0,2;0;16,95;10;16;5938
3;0;0,23;0;33,91;10;16;5941
4;0;0,26;0;16,95;10;16;5945
4;0;0,24;0;15,96;10;16;5949
3;0;0,04;0;31,42;10;16;5952
3;0;0,08;0;15,96;10;16;5955
3;0;0,17;0;32,91;10;16,5;5958
3;0;0,13;0;16,95;10;16,5;5961
3;0;0,07;0;34,41;10;16,5;5964
3;0;0,09;0;17,95;10;16,5;5967
4;0;0,05;0;36,9;10;16,5;5971
3;0;-0,06;0;17,95;10;16,5;5974
3;0;0,01;0;38,4;10;16,5;5977
3;0;0,04;0;15,96;10;16,5;5980
3;0;0,03;0;32,91;10;16,5;5983
3;0;0,01;0;16,46;10;16,5;5986
3;0;0,07;0;32,41;10;16,5;5989
4;0;-0,22;0;36,4;10;16,8;5993
3;0;0,32;0;12,97;10;14;5996
3;0;0,22;0;7,48;10;10,8;5999
3;0;0,97;0;0,5;10;9,4;6002
3;0;1,01;0;1;10;9,4;6005
3;0;0,96;0;-0,5;10;9,4;6008
3;0;2,65;0;-1,5;10;9,4;6011
3;0;0,75;0;0;10;9,4;6014
3;0;0,67;0;1;10;9,4;6017
3;0;0,66;0;0,5;10;9,4;6020
3;0;0,67;0;-1;10;9,3;6023
3;0;1,57;0;-2,99;10;9,3;6026
3;0;1,41;0;1;10;9,3;6029
3;0;1,03;0;1,99;10;9,3;6032
3;0;0,82;0;-2,99;10;9,3;6035
3;0;0,77;0;-1,5;10;9,3;6038
3;0;0,74;0;-2,49;10;9,3;6041
3;0;0,66;0;-0,5;10;9,3;6044
3;0;1,36;0;-0,5;10;9,3;6047
3;0;0,59;0;-0,5;10;9,3;6050
3;0;0,92;0;-1,99;10;9,4;6053
3;0;1,08;0;-1;10;9,4;6056
3;0;0,81;0;-0,5;10;9,4;6059
3;0;0,92;0;0;10;9,4;6062
3;0;0,82;0;-0,5;10;9,4;6065
3;0;1,2;0;-2,49;10;9,4;6068
3;0;0,9;0;0;10;9,4;6071
3;0;-1,45;0;-25,43;10;5,1;6074
4;0;-3,04;0;-11,47;10;5,5;6078
3;0;-3,22;0;-11,97;10;5,5;6081
3;0;-2,86;0;-23,94;10;5,5;6084
3;0;-2,67;0;-12,47;10;5,5;6087
3;0;-0,86;0;-8,98;10;6,4;6090
3;0;-0,87;0;-18,45;10;6,4;6093
4;0;-0,86;0;-10,97;10;6,4;6097
3;0;-0,87;0;-22,94;10;6,4;6100
3;0;-0,86;0;-10,97;10;6,3;6103
3;0;-0,95;0;-8,48;10;6,3;6106
3;0;-0,92;0;-18,45;10;6,3;6109
4;0;-0,46;0;-28,92;10;5,6;6113
3;0;-0,39;0;-13,96;10;5,6;6116
3;0;-1,11;0;-25,93;10;5,6;6119
3;0;-1,36;0;-9,47;10;5,6;6122
3;0;-1,36;0;-18,95;10;5,6;6125
4;0;-1,35;0;-9,97;10;5,6;6129
3;0;-1,36;0;-20,45;10;5,6;6132
3;0;-1,25;0;-12,47;10;5,6;6135
3;0;-0,73;0;-20,94;10;5,6;6138
3;0;-0,8;0;-11,97;10;5,6;6141
3;0;-0,62;0;-24,93;10;4,8;6144
3;0;-0,71;0;-12,97;10;4,8;6147
3;0;-0,66;0;-26,43;10;4,8;6150
4;0;-0,77;0;-13,96;10;4,8;6154
3;0;-0,74;0;-29,42;10;4,8;6157
3;0;-0,85;0;-16,46;10;4,8;6160
3;0;-0,7;0;-31,91;10;4,8;6163
4;0;-0,31;0;-15,96;10;4,8;6167
3;0;-0,34;0;-15,96;10;4,8;6170
3;0;-0,3;0;-31,91;10;4,8;6173
3;0;-0,3;0;-15,46;10;4,8;6176
4;0;-0,23;0;-29,42;10;4,8;6180
3;0;-0,24;0;-13,46;10;4,8;6183
3;0;-0,3;0;-26,43;10;4,8;6186
3;0;-0,28;0;-12,97;10;4,8;6189
3;0;-0,34;0;-26,43;10;5,1;6192
4;0;-0,43;0;-14,46;10;5,1;6196
3;0;-0,33;0;-29,92;10;5,1;6199
3;0;-0,35;0;-15,46;10;5,1;6202
3;0;-0,37;0;-31,91;10;5,1;6205
3;0;-0,37;0;-15,46;10;5,1;6208
4;0;-0,28;0;-29,92;10;5,1;6212
3;0;-0,25;0;-13,96;10;5,1;6215
3;0;-0,27;0;-26,93;10;5,1;6218
3;0;-0,22;0;-13,46;10;5,1;6221
4;0;-0,12;0;-26,93;10;5,1;6225
3;0;-0,31;0;-13,96;10;5,1;6228
3;0;-0,23;0;-28,42;10;5,1;6231
3;0;-0,22;0;-14,46;10;5,1;6234
3;0;-0,21;0;-29,42;10;5,1;6237
3;0;0,12;0;-10,97;10;6,3;6240
4;0;0,06;0;-9,47;10;6,3;6244
3;0;0,12;0;-18,95;10;6,3;6247
3;0;0,14;0;-21,44;10;6,3;6250
3;0;0,16;0;-11,97;10;6,3;6253
3;0;0,16;0;-25,43;10;6,3;6256
3;0;0,17;0;-11,97;10;6,3;6259
4;0;0,07;0;-24,43;10;5,8;6263
3;0;0,15;0;-23,94;10;5,8;6266
3;0;0,19;0;-12,47;10;5,8;6269
3;0;-0,08;0;-25,43;10;6,5;6272
3;0;0,04;0;-13,46;10;6,5;6275
3;0;0,1;0;-26,43;10;6,5;6278
3;0;0,12;0;-12,47;10;6,5;6281
4;0;0,09;0;-24,43;10;6,5;6285
3;0;0,11;0;-11,47;10;6,5;6288
3;0;0,11;0;-22,44;10;6,5;6291
3;0;0,1;0;-11,47;10;6,5;6294
3;0;0,13;0;-22,94;10;6,5;6297
3;0;0,21;0;-10,97;10;6,5;6300
3;0;-0,1;0;-24,43;10;6,5;6303
4;0;-0,07;0;-11,97;10;6,5;6307
3;0;0,19;0;-22,94;10;6,5;6310
3;0;0,15;0;-9,97;10;6,5;6313
3;0;0,07;0;-18,45;10;6,5;6316
3;0;0,21;0;-9,97;10;6,5;6319
3;0;0,01;0;-21,44;10;6,5;6322
3;0;0,05;0;-23,94;10;6,5;6325
4;0;0,01;0;-12,47;10;7,2;6329
3;0;0,1;0;-23,94;10;7,2;6332
3;0;0,15;0;-10,97;10;7,2;6335
3;0;-0,08;0;-20,45;10;7,2;6338
3;0;-0,3;0;-8,48;10;7,2;6341
3;0;0,11;0;-6,98;10;7,2;6344
3;0;0,1;0;-14,96;10;7,2;6347
3;0;0,1;0;-7,98;10;7,2;6350
3;0;0,18;0;-16,46;10;7,2;6353
3;0;0,17;0;-9,47;10;7,2;6356
3;0;0,18;0;-19,45;10;7,2;6359
3;0;0,13;0;-10,97;10;7,2;6362
3;0;-0,1;0;-20,94;10;7,2;6365
3;0;-0,06;0;-9,47;10;7,2;6368
3;0;-0,06;0;-9,47;10;7,2;6371
3;0;-0,11;0;-19,45;10;7,2;6374
3;0;-0,07;0;-10,97;10;7,2;6377
4;0;0,14;0;-20,94;10;7,2;6381
3;0;0,13;0;-8,98;10;7,2;6384
3;0;0,02;0;-16,46;10;7,2;6387
3;0;-0,01;0;-6,48;10;7,2;6390
3;0;-0,03;0;-12,97;10;7,2;6393
3;0;-0,07;0;-6,48;10;7,2;6396
3;0;0,06;0;-13,96;10;7,2;6399
4;0;0;0;-8,98;10;7,2;6403
3;0;0,05;0;-18,45;10;7,2;6406
3;0;-0,12;0;-10,97;10;7,6;6409
3;0;0,14;0;-22,44;10;7,6;6412
3;0;0,2;0;-8,48;10;7,6;6415
3;0;-0,01;0;-16,46;10;7,6;6418
3;0;-0,02;0;-7,48;10;7,6;6421
3;0;-0,13;0;-14,96;10;7,6;6424
4;0;0;0;-7,98;10;7,6;6428
3;0;-0,01;0;-19,95;10;7,6;6431
3;0;0,04;0;-9,47;10;7,6;6434
3;0;0,07;0;-18,45;10;7,6;6437
3;0;0,05;0;-7,48;10;7,6;6440
3;0;-0,02;0;-13,96;10;7,6;6443
4;0;-0,1;0;-6,48;10;7,6;6447
3;0;-0,11;0;-12,97;10;7,6;6450
4;0;-0,23;0;-8,48;10;7,6;6454
3;0;-0,07;0;-16,46;10;7,6;6457
3;0;-0,26;0;-7,48;10;7,6;6460
3;0;-0,26;0;-13,46;10;7,6;6463
3;0;-0,27;0;-6,48;10;7,6;6466
3;0;-0,33;0;-14,46;10;7,6;6469
3;0;-0,4;0;-15,96;10;8,2;6472
3;0;-0,52;0;-6,48;10;8,2;6475
3;0;-0,38;0;-12,97;10;8,2;6478
3;0;-0,41;0;-6,48;10;8,2;6481
3;0;-0,02;0;-14,46;10;8,2;6484
4;0;-0,02;0;-7,98;10;8,2;6488
3;0;-0,16;0;-14,96;10;8,2;6491
3;0;-0,04;0;-5,98;10;8,2;6494
3;0;-0,19;0;-10,97;10;8,2;6497
3;0;-0,23;0;-3,99;10;8,2;6500
3;0;-0,17;0;-8,48;10;8,2;6503
3;0;0,14;0;-7,48;10;8,2;6506
3;0;0,14;0;-5,98;10;8,2;6509
3;0;0,24;0;-12,47;10;8,2;6512
3;0;0,24;0;-8,48;10;8,2;6515
3;0;-0,53;0;-15,96;10;8,2;6518
4;0;0,05;0;-8,48;10;8,2;6522
3;0;-0,17;0;-3,99;10;8,2;6525
3;0;-0,18;0;-7,98;10;9,5;6528
3;0;-0,03;0;-4,49;10;9,5;6531
3;0;-0,02;0;-10,47;10;9,5;6534
3;0;-0,04;0;-7,48;10;9,5;6537
3;0;-0,28;0;-15,96;10;9,5;6540
4;0;-0,32;0;-13,96;10;9,5;6544
3;0;-0,12;0;-5,49;10;9,5;6547
3;0;-0,16;0;-9,97;10;9,5;6550
3;0;-0,12;0;-0,5;10;9,5;6553
4;0;-0,29;0;-1,99;10;9,5;6557
3;0;-0,17;0;-8,98;10;10,1;6560
3;0;-0,12;0;-4,49;10;10,1;6563
3;0;-0,03;0;0;10;10,1;6566
3;0;-0,07;0;-0,5;10;10,1;6569
4;0;-0,26;0;-2,49;10;10,1;6573
3;0;-0,24;0;0;10;10,5;6576
3;0;-0,19;0;0;10;10,5;6579
3;0;-0,19;0;-1;10;10,5;6582
3;0;-0,16;0;-1;10;10,5;6585
4;0;-0,15;0;0,5;10;10,5;6589
3;0;-0,24;0;1,5;10;10,5;6592
3;0;-0,23;0;1;10;10,5;6595
3;0;-0,17;0;-0,5;10;10,5;6598
3;0;-0,22;0;1;10;10,4;6601
3;0;-0,23;0;1,99;10;10,4;6604
3;0;-0,27;0;0,5;10;10,4;6607
3;0;-0,23;0;-0,5;10;10,4;6610
4;0;-0,14;0;-1;10;10,4;6614
3;0;-0,17;0;0;10;10,4;6617
3;0;-0,19;0;0,5;10;10,6;6620
3;0;-0,16;0;0,5;10;10,6;6623
3;0;-0,18;0;1;10;10,6;6626
3;0;-0,19;0;0;10;10,6;6629
3;0;-0,17;0;0,5;10;10,6;6632
3;0;-0,11;0;0,5;10;10,6;6635
3;0;-0,09;0;0,5;10;10,6;6638
3;0;-0,11;0;1;10;10,6;6641
3;0;-0,29;0;1,99;10;10,6;6644
3;0;-0,33;0;1;10;10,6;6647
4;0;-0,32;0;1,99;10;10,6;6651
3;0;-0,26;0;0,5;10;10,6;6654
3;0;-0,1;0;1;10;10,6;6657
3;0;-0,04;0;1,99;10;10,6;6660
3;0;-0,12;0;0,5;10;10,6;6663
3;0;-0,12;0;1;10;10,9;6666
4;0;-0,22;0;1,99;10;10,9;6670
3;0;-0,16;0;1,5;10;10,9;6673
3;0;-0,18;0;2,49;10;10,9;6676
3;0;-0,04;0;1,99;10;11,4;6679
3;0;-0,03;0;4,49;10;11,4;6682
3;0;-0,09;0;2,99;10;11,4;6685
3;0;-0,06;0;5,98;10;11,4;6688
3;0;-0,08;0;3,49;10;11,4;6691
4;0;-0,31;0;7,48;10;11,4;6695
3;0;-0,11;0;3,49;10;11,4;6698
3;0;0,07;0;6,98;10;11,4;6701
3;0;0,05;0;3,49;10;11,4;6704
3;0;0,11;0;5,98;10;12,9;6707
3;0;0,08;0;3,49;10;12,9;6710
3;0;0,02;0;8,98;10;12,9;6713
4;0;0,11;0;4,49;10;12,9;6717
3;0;0,11;0;5,49;10;12,9;6720
3;0;-0,19;0;9,47;10;12,9;6723
3;0;-0,19;0;16,95;10;12,9;6726
3;0;-0,12;0;6,98;10;12,9;6729
3;0;0,12;0;12,47;10;12,9;6732
4;0;0,16;0;4,99;10;12,9;6736
3;0;0,19;0;10,97;10;12,9;6739
3;0;0,19;0;6,98;10;12,9;6742
3;0;0,25;0;14,46;10;12,9;6745
3;0;0,07;0;15,96;10;14;6748
3;0;0,06;0;6,98;10;14;6751
3;0;0,05;0;12,97;10;14;6754
4;0;0,09;0;13,46;10;14;6758
4;0;0,21;0;15,96;10;15,7;6762
3;0;0,25;0;15,96;10;15,7;6765
3;0;0,2;0;18,95;10;16,2;6768
3;0;0,21;0;17,95;10;16,2;6771
3;0;0,19;0;34,91;10;16,2;6774
3;0;0,17;0;15,46;10;16,2;6777
3;0;0,14;0;31,91;10;16,2;6780
3;0;0,04;0;16,46;10;16,2;6783
3;0;0,09;0;33,41;10;16,2;6786
3;0;0,1;0;17,45;10;16,2;6789
3;0;0,06;0;34,91;10;16,2;6792
4;0;-0,21;0;17,95;10;16,2;6796
3;0;0,06;0;36,4;10;16,2;6799
3;0;0,1;0;16,46;10;16,2;6802
3;0;-0,01;0;32,91;10;16,2;6805
3;0;0,01;0;15,96;10;16,2;6808
3;0;0,12;0;31,42;10;16,2;6811
3;0;-0,02;0;15,46;10;16,2;6814
4;0;-0,02;0;31,91;10;16,2;6818
3;0;-0,11;0;16,95;10;16,2;6821
3;0;-0,05;0;34,41;10;16,2;6824
3;0;-0,09;0;17,45;10;16,2;6827
4;0;-0,03;0;35,41;10;16,2;6831
3;0;-0,09;0;17,95;10;16,2;6834
3;0;-0,05;0;34,91;10;16,2;6837
4;0;-0,09;0;16,46;10;16,2;6841
3;0;-0,02;0;32,91;10;16,2;6844
3;0;-0,03;0;16,46;10;16,2;6847
3;0;-0,11;0;33,91;10;16,2;6850
4;0;-0,12;0;16,95;10;15,8;6854
3;0;-0,15;0;34,41;10;15,8;6857
3;0;0,04;0;17,95;10;15,8;6860
3;0;0,03;0;28,42;10;15,4;6863
3;0;-0,01;0;13,46;10;15,4;6866
3;0;0,07;0;28,92;10;15,4;6869
4;0;0,05;0;14,96;10;15,4;6873
4;0;0,29;0;13,96;10;13,7;6877
4;0;0,14;0;12,97;10;13,7;6881
3;0;0,62;0;6,98;10;12,3;6884
3;0;0,62;0;14,46;10;12,3;6887
3;0;0,64;0;8,98;10;12,3;6890
3;0;1,22;0;18,95;10;12,3;6893
3;0;1,16;0;11,47;10;12,3;6896
3;0;1,01;0;19,45;10;12,3;6899
3;0;1;0;7,98;10;12,3;6902
3;0;0,93;0;13,46;10;12,3;6905
3;0;0,86;0;5,49;10;12,3;6908
