1251.0,219.0
1251.0,218.0
1251.0,218.0
1251.0,217.0
1251.0,216.0
1251.0,215.0
1250.0,214.0
1249.5,213.0
1250.5,210.0
1250.0,208.5
1251.0,207.5
1251.5,206.0
1250.5,208.0
1250.5,207.0
1250.5,206.0
1249.5,204.0
1249.0,201.5
1250.0,202.5
1251.5,202.0
1250.5,201.0
1251.0,203.0
1249.0,204.0
1247.5,204.0
1248.5,202.0
1247.0,203.0
1247.0,201.0
1247.0,198.0
1246.5,199.0
1245.5,196.0
1247.0,198.0
1246.0,197.0
1247.5,194.5
1246.0,195.0
1247.5,192.5
1246.0,193.5
1245.5,192.0
1247.0,192.0
1248.0,191.5
1248.5,190.5
1247.5,189.5
1247.5,189.5
1246.5,189.5
1246.5,189.5
1246.0,188.5
1246.0,186.5
1247.5,184.5
1249.5,186.5
1251.5,186.5
1251.5,186.5
1251.5,186.5
1251.5,185.5
1251.5,182.5
1253.0,182.5
1255.0,181.0
1255.0,177.5
1254.0,175.5
1257.0,175.5
1257.0,176.5
1260.0,177.0
1261.0,179.0
1262.0,178.0
1264.0,179.0
1267.0,181.0
1267.0,181.0
1268.0,178.5
1268.5,176.5
1270.5,174.5
1272.5,176.5
1275.0,178.5
1277.0,178.0
1278.5,177.0
1280.5,177.0
1281.5,178.0
1282.5,179.0
1283.5,179.0
1285.0,180.0
1286.0,180.0
1287.0,180.0
1287.5,179.0
1290.5,180.0
1291.5,180.0
1293.5,180.0
1293.5,180.0
1294.5,180.0
1295.5,179.5
1296.5,181.5
1297.5,181.5
1298.5,181.5
1299.5,183.0
1299.5,183.0
1300.5,183.0
1300.5,184.0
1300.5,185.0
1301.5,185.0
1302.5,186.0
1302.5,186.0
1302.5,187.0
1302.5,187.0
1302.5,187.0
1302.5,187.0
1305.0,187.0
1306.0,188.0
1306.0,190.0
1308.0,190.0
1309.0,192.0
1310.0,193.0
1310.0,194.0
1310.5,195.0
1311.5,197.0
1312.5,198.0
1314.5,200.0
1314.5,201.0
1314.5,202.0
1315.5,203.5
1316.5,203.5
1316.5,203.5
1317.5,204.5
1316.5,205.5
1317.5,207.5
1316.5,207.5
1316.5,209.5
1316.5,209.0
1315.5,210.0
1316.5,210.0
1315.5,211.0
1315.5,213.0
1314.5,213.0
1314.5,214.0
1313.5,215.0
1312.5,216.0
1312.5,217.0
1312.5,219.0
