Robot,Delta_muestra,Input_d,d_ref,vel_ref,Input_vel,Input_theta,Output_d,Output_vel,Output_theta,curvatura,vel_crucero,curvatura_predecesor,control
L,40,61.40,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.80,14.30,-2.36,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,62.60,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,-1.60,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,62.10,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.70,14.30,-2.87,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,61.70,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,-1.70,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,61.70,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,-1.33,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,60.40,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,-1.35,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,60.80,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,41,13.90,14.30,-2.20,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,61.80,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,-2.25,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,63.40,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,-2.30,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,60.40,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,-1.52,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,61.30,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,-1.96,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,61.50,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.20,14.30,-1.17,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,61.70,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,-2.01,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,60.50,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.30,14.30,-0.81,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,62.50,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,-2.04,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,61.00,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,-2.49,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,61.60,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.60,14.30,-3.77,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,62.40,59.60,0.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,-2.21,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,60.20,59.60,10.00,0.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,-2.25,-0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1
L,40,62.20,59.60,10.00,2.06,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,-2.28,-0.00,1,0.00,0.00,0.00,0.00,0.47,0.00,1
L,40,60.80,59.60,10.00,4.01,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,-1.91,-0.00,1,0.00,0.00,0.00,0.00,0.47,0.00,1
L,40,61.30,59.60,10.00,4.91,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.30,14.30,0.00,-0.00,1,0.00,0.00,0.00,0.00,4.36,0.00,1
L,40,61.40,59.60,10.00,5.86,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.00,14.30,2.88,-0.00,1,0.00,0.00,0.00,0.00,4.36,0.00,1
L,40,60.90,59.60,10.00,6.49,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.50,14.30,5.03,-0.00,1,0.00,0.00,0.00,0.00,4.36,0.00,1
L,40,59.60,59.60,10.00,7.29,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.20,14.30,3.94,0.32,1,0.00,0.00,0.00,0.00,6.75,0.00,1
L,40,61.40,59.60,10.00,7.88,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.80,14.30,6.52,0.75,1,0.00,0.00,0.00,0.00,6.75,0.00,1
L,40,59.60,59.60,10.00,8.23,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.00,14.30,7.52,1.42,1,0.00,0.00,0.00,0.00,8.19,0.00,1
L,40,60.60,59.60,10.00,8.45,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.60,14.30,10.20,2.38,1,0.00,0.00,0.00,0.00,8.19,0.00,1
L,40,61.00,59.60,10.00,8.60,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.50,14.30,10.06,3.63,1,0.00,0.00,0.00,0.00,8.19,0.00,1
L,40,59.30,59.60,10.00,8.87,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,17.00,14.30,12.38,5.25,1,0.00,0.00,0.00,0.00,8.73,0.00,1
L,40,59.10,59.60,10.00,9.18,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.70,14.30,11.47,10.78,1,0.00,0.00,0.00,0.00,8.73,0.00,1
L,40,58.00,59.60,10.00,9.23,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,17.10,14.30,13.41,9.05,1,0.00,0.00,0.00,0.00,9.23,0.00,1
L,40,58.30,59.60,10.00,9.57,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.90,14.30,12.92,9.49,1,0.00,0.00,0.00,0.00,9.23,0.00,1
L,40,57.50,59.60,10.00,9.60,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.90,14.30,13.23,9.94,1,0.00,0.00,0.00,0.00,9.23,0.00,1
L,40,57.50,59.60,10.00,9.28,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.70,14.30,12.72,10.74,1,0.00,0.00,0.00,0.00,9.40,0.00,1
L,40,56.80,59.60,10.00,9.59,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.60,14.30,12.60,11.12,1,0.00,0.00,0.00,0.00,9.40,0.00,1
L,40,57.70,59.60,10.00,9.74,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.40,14.30,12.05,11.29,1,0.00,0.00,0.00,0.00,9.61,0.00,1
L,40,57.10,59.60,10.00,10.08,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.30,14.30,11.89,11.43,1,0.00,0.00,0.00,0.00,9.61,0.00,1
L,40,56.90,59.60,10.00,9.90,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.30,14.30,12.13,11.37,1,0.00,0.00,0.00,0.00,9.61,0.00,1
L,40,57.00,59.60,10.00,9.59,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.10,14.30,11.54,11.31,1,0.00,0.00,0.00,0.00,9.92,0.00,1
L,40,56.30,59.60,10.00,9.65,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.00,14.30,11.35,11.30,1,0.00,0.00,0.00,0.00,9.92,0.00,1
L,40,56.20,59.60,10.00,9.76,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.30,14.30,12.79,11.30,1,0.00,0.00,0.00,0.00,9.72,0.00,1
L,40,54.90,59.60,10.00,9.89,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.10,14.30,12.20,11.28,1,0.00,0.00,0.00,0.00,9.72,0.00,1
L,40,54.60,59.60,10.00,9.62,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.00,14.30,12.01,10.94,1,0.00,0.00,0.00,0.00,9.75,0.00,1
L,40,54.40,59.60,10.00,9.73,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.90,14.30,11.80,11.31,1,0.00,0.00,0.00,0.00,9.75,0.00,1
L,40,54.80,59.60,10.00,9.82,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.70,14.30,11.17,11.59,1,0.00,0.00,0.00,0.00,9.75,0.00,1
L,40,54.50,59.60,10.00,9.82,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.80,14.30,11.75,11.42,1,0.00,0.00,0.00,0.00,9.81,0.00,1
L,40,56.00,59.60,10.00,9.93,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.70,14.30,11.52,11.36,1,0.00,0.00,0.00,0.00,9.81,0.00,1
L,40,55.30,59.60,10.00,9.89,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.30,14.30,10.04,11.37,1,0.00,0.00,0.00,0.00,9.91,0.00,1
L,40,53.50,59.60,10.00,9.91,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.60,14.30,11.39,11.29,1,0.00,0.00,0.00,0.00,9.91,0.00,1
L,40,52.80,59.60,10.00,9.94,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.60,14.30,11.55,11.19,1,0.00,0.00,0.00,0.00,9.91,0.00,1
L,40,54.10,59.60,10.00,10.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.50,14.30,11.29,11.10,1,0.00,0.00,0.00,0.00,9.99,0.00,1
L,40,53.30,59.60,10.00,9.89,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.70,14.30,12.26,11.25,1,0.00,0.00,0.00,0.00,9.99,0.00,1
L,40,52.70,59.60,10.00,10.10,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.50,14.30,11.60,11.28,1,0.00,0.00,0.00,0.00,10.00,0.00,1
L,40,53.20,59.60,10.00,10.09,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.40,14.30,11.34,11.20,1,0.00,0.00,0.00,0.00,10.00,0.00,1
L,40,52.30,59.60,10.00,9.93,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.20,14.30,10.64,11.41,1,0.00,0.00,0.00,0.00,10.00,0.00,1
L,40,51.90,59.60,10.00,9.92,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.20,14.30,10.75,11.42,1,0.00,0.00,0.00,0.00,10.00,0.00,1
L,40,51.90,59.60,10.00,10.11,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.90,14.30,9.62,11.43,1,0.00,0.00,0.00,0.00,10.00,0.00,1
L,40,51.00,59.60,10.00,9.97,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.60,14.30,8.46,11.24,1,0.00,0.00,0.00,0.00,9.92,0.00,1
L,40,50.70,59.60,10.00,10.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.00,14.30,10.14,10.90,1,0.00,0.00,0.00,0.00,9.92,0.00,1
L,40,50.90,59.60,10.00,10.02,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.30,14.30,11.46,10.48,1,0.00,0.00,0.00,0.00,9.92,0.00,1
L,40,51.50,59.60,10.00,9.97,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.80,14.30,9.52,10.35,1,0.00,0.00,0.00,0.00,9.94,0.00,1
L,40,50.90,59.60,10.00,9.97,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.90,14.30,10.00,10.31,1,0.00,0.00,0.00,0.00,9.94,0.00,1
L,40,50.50,59.60,10.00,9.80,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.90,14.30,10.07,10.26,1,0.00,0.00,0.00,0.00,9.82,0.00,1
L,40,51.00,59.60,10.00,9.76,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,15.00,14.30,10.55,10.30,1,0.00,0.00,0.00,0.00,9.82,0.00,1
L,40,50.90,59.60,10.00,9.79,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,14.80,14.30,9.81,10.30,1,0.00,0.00,0.00,0.00,9.82,0.00,1
L,40,51.40,59.60,10.00,9.93,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,14.80,14.30,9.87,10.43,1,0.00,0.00,0.00,0.00,9.80,0.01,1
L,40,50.90,59.60,10.00,10.03,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,14.90,14.30,10.34,10.40,1,0.00,0.00,0.00,0.00,9.80,0.01,1
L,40,51.00,59.60,10.00,10.06,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,15.20,14.30,11.65,10.28,1,0.00,0.00,0.00,0.00,10.50,0.01,1
L,40,50.00,59.60,10.00,10.19,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,15.10,14.30,11.35,10.34,1,0.00,0.00,0.00,0.00,10.50,0.01,1
L,40,49.70,59.60,10.00,10.27,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,15.00,14.30,11.03,10.56,1,0.00,0.00,0.00,0.00,10.50,0.01,1
L,40,49.70,59.60,10.00,10.34,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,15.40,14.30,12.76,10.86,1,0.00,0.00,0.00,0.00,10.15,0.01,1
L,40,49.70,59.60,10.00,10.16,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,15.20,14.30,12.07,11.05,1,0.00,0.00,0.00,0.00,10.15,0.01,1
L,41,49.70,59.60,10.00,10.14,1,0.03,0.00,0.01,0.03,15.00,0.00,0
S,40,15.10,14.30,10.14,11.19,1,0.00,0.00,0.00,0.00,10.14,0.03,0
L,40,49.80,59.60,10.00,10.28,1,0.03,0.00,0.01,0.03,15.00,0.00,0
S,40,15.00,14.30,10.14,11.22,1,0.00,0.00,0.00,0.00,10.14,0.03,0
L,40,49.50,59.60,10.00,10.20,1,0.03,0.00,0.01,0.03,15.00,0.00,0
S,40,15.10,14.30,10.14,11.15,1,0.00,0.00,0.00,0.00,10.14,0.03,0
L,40,49.80,59.60,10.00,10.29,1,0.03,0.00,0.01,0.03,15.00,0.00,0
S,40,15.10,14.30,10.42,10.87,1,0.00,0.00,0.00,0.00,10.42,0.03,0
L,40,49.10,59.60,10.00,10.21,1,0.03,0.00,0.01,0.03,15.00,0.00,0
S,40,15.20,14.30,10.42,10.62,1,0.00,0.00,0.00,0.00,10.42,0.03,0
L,40,47.80,59.60,10.00,10.19,1,0.03,0.00,0.01,0.03,15.00,0.00,0
S,40,15.30,14.30,10.19,10.41,1,0.00,0.00,0.00,0.00,10.19,0.03,0
L,40,48.10,59.60,10.00,10.05,1,0.03,0.00,0.01,0.03,15.00,0.00,0
S,40,15.30,14.30,10.19,10.39,1,0.00,0.00,0.00,0.00,10.19,0.03,0
L,40,46.60,59.60,10.00,10.08,1,0.03,0.00,0.01,0.03,15.00,0.00,0
S,40,15.30,14.30,9.96,10.37,1,0.00,0.00,0.00,0.00,9.96,0.05,0
L,40,46.70,59.60,10.00,10.07,1,0.03,0.05,0.01,0.05,15.00,0.00,0
S,40,15.20,14.30,9.96,10.32,1,0.00,0.00,0.00,0.00,9.96,0.05,0
L,40,45.70,59.60,10.00,9.97,1,0.03,0.05,0.01,0.05,15.00,0.00,0
S,40,15.50,14.30,9.96,10.17,1,0.00,0.00,0.00,0.00,9.96,0.05,0
L,40,46.50,59.60,10.00,10.06,1,0.03,0.05,0.01,0.05,15.00,0.00,0
S,40,15.50,14.30,10.07,10.14,1,0.00,0.00,0.00,0.00,10.07,0.05,0
L,40,46.40,59.60,10.00,9.94,1,0.03,0.05,0.01,0.05,15.00,0.00,0
S,40,15.60,14.30,10.07,10.10,1,0.00,0.00,0.00,0.00,10.07,0.05,0
L,40,45.80,59.60,10.00,9.88,1,0.03,0.05,0.01,0.05,15.00,0.00,0
S,40,15.70,14.30,9.65,10.07,1,0.00,0.00,0.00,0.00,9.65,0.05,0
L,40,47.20,59.60,10.00,10.08,1,0.03,0.05,0.01,0.05,15.00,0.00,0
S,40,16.00,14.30,9.65,10.06,1,0.00,0.00,0.00,0.00,9.65,0.05,0
L,40,47.90,59.60,10.00,9.61,1,0.03,0.05,0.01,0.05,15.00,0.00,0
S,40,16.10,14.30,9.65,10.03,1,0.00,0.00,0.00,0.00,9.65,0.05,0
L,40,50.60,59.60,10.00,10.20,0,0.03,0.05,0.06,0.03,15.00,0.00,0
S,40,16.00,14.30,10.08,10.07,1,0.00,0.00,0.00,0.00,10.08,0.03,0
L,40,52.20,59.60,10.00,10.32,0,0.03,0.05,0.06,0.03,15.00,0.00,0
S,40,16.60,14.30,10.08,9.96,1,0.00,0.00,0.00,0.00,10.08,0.03,0
L,40,54.10,59.60,10.00,10.06,0,0.03,0.05,0.06,0.03,15.00,0.00,0
S,40,17.10,14.30,10.08,9.94,1,0.00,0.00,0.00,0.00,10.08,0.03,0
L,40,54.20,59.60,10.00,10.14,0,0.03,0.05,0.06,0.03,15.00,0.00,0
S,40,17.40,14.30,10.08,10.09,1,0.00,0.00,0.00,0.00,10.08,0.03,0
L,40,55.70,59.60,10.00,10.03,0,0.03,0.05,0.06,0.03,15.00,0.00,0
S,40,18.20,14.30,10.08,10.22,1,0.00,0.00,0.00,0.00,10.08,0.03,0
L,40,57.10,59.60,10.00,9.88,0,0.03,0.05,0.06,0.03,15.00,0.00,0
S,40,19.60,14.30,9.89,10.20,1,0.00,0.00,0.00,0.00,9.89,0.03,0
L,40,57.50,59.60,10.00,10.03,0,0.03,0.05,0.06,0.03,15.00,0.00,0
S,40,21.20,14.30,9.89,10.26,1,0.00,0.00,0.00,0.00,9.89,0.03,0
L,40,57.70,59.60,10.00,10.11,0,0.03,0.05,0.06,0.03,15.00,0.00,0
S,40,22.40,14.30,10.15,10.17,1,0.00,0.00,0.00,0.00,10.15,0.03,0
L,40,59.30,59.60,10.00,10.11,0,0.03,0.05,0.06,0.03,15.00,0.00,0
S,40,24.60,14.30,10.15,10.13,1,0.00,0.00,0.00,0.00,10.15,0.03,0
L,40,62.20,59.60,10.00,9.83,0,0.03,0.05,0.06,0.03,15.00,0.00,0
S,40,25.90,14.30,10.15,9.80,1,0.00,0.00,0.00,0.00,10.15,0.03,0
L,40,63.20,59.60,10.00,9.79,0,0.07,0.05,0.06,0.05,15.00,0.00,0
S,40,28.30,14.30,9.80,10.32,1,0.00,0.00,0.00,0.00,9.80,0.05,0
L,40,67.60,59.60,10.00,9.85,0,0.07,0.05,0.06,0.05,15.00,0.00,0
S,40,33.80,14.30,9.80,9.89,1,0.00,0.00,0.00,0.00,9.80,0.05,0
L,40,73.60,59.60,10.00,9.85,0,0.07,0.05,0.06,0.05,15.00,0.00,0
S,40,37.40,14.30,9.97,9.62,1,0.00,0.00,0.00,0.00,9.97,0.05,0
L,40,73.20,59.60,10.00,9.87,0,0.07,0.05,0.06,0.05,15.00,0.00,0
S,40,39.90,14.30,9.97,9.68,1,0.00,0.00,0.00,0.00,9.97,0.05,0
L,40,74.90,59.60,10.00,10.08,0,0.07,0.05,0.06,0.05,15.00,0.00,0
S,40,44.20,14.30,9.97,9.75,1,0.00,0.00,0.00,0.00,9.97,0.05,0
L,40,73.60,59.60,10.00,10.23,0,0.07,0.05,0.06,0.05,15.00,0.00,0
S,40,51.10,14.30,10.11,9.80,1,0.00,0.00,0.00,0.00,10.11,0.05,0
L,40,80.00,59.60,10.00,9.96,0,0.07,0.05,0.06,0.05,15.00,0.00,0
S,40,54.00,14.30,10.11,9.94,1,0.00,0.00,0.00,0.00,10.11,0.05,0
L,40,78.80,59.60,10.00,10.22,0,0.07,0.07,0.06,0.06,15.00,0.00,0
