Robot,Delta_muestra,Input_d,d_ref,vel_ref,Input_vel,Input_theta,Output_d,Output_vel,Output_theta,curvatura,vel_crucero,curvatura_predecesor,control
S,40,54.70,14.30,19.96,19.82,0,0.08,0.08,0.08,0.08,19.96,0.01,0
L,40,74.20,59.10,20.00,19.90,1,0.00,0.01,0.01,0.01,15.00,0.00,1
S,40,56.10,14.30,19.96,19.91,0,0.08,0.08,0.08,0.08,19.96,0.01,0
L,40,73.10,59.10,20.00,20.19,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,80.00,14.30,20.01,20.01,0,0.08,0.08,0.09,0.08,20.01,0.01,0
L,40,73.30,59.10,20.00,20.13,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,80.00,14.30,20.01,20.06,0,0.08,0.08,0.09,0.08,20.01,0.01,0
L,40,74.40,59.10,20.00,19.98,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,80.00,14.30,19.97,20.02,0,0.08,0.08,0.09,0.08,19.97,0.01,0
L,40,71.20,59.10,20.00,20.00,1,0.00,0.00,0.01,0.01,15.00,0.00,1
S,40,14.90,14.30,19.97,20.11,0,0.08,0.08,0.09,0.08,19.97,0.01,0
L,40,70.40,59.10,20.00,20.21,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.80,14.30,19.97,20.07,0,0.09,0.08,0.09,0.08,19.97,0.01,0
L,40,69.10,59.10,20.00,19.92,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,19.97,20.20,0,0.09,0.08,0.09,0.08,19.94,0.00,0
L,40,69.60,59.10,20.00,20.01,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,19.97,20.25,0,0.09,0.08,0.09,0.08,19.94,0.00,0
L,40,70.90,59.10,20.00,19.78,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,19.97,21.22,0,0.09,0.08,0.09,0.08,19.64,0.00,0
L,40,68.00,59.10,20.00,20.08,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,19.97,19.56,0,0.09,0.06,0.09,0.06,19.64,0.00,0
L,40,68.70,59.10,20.00,20.07,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,19.97,19.98,0,0.09,0.06,0.09,0.06,19.64,0.00,0
L,40,66.70,59.10,20.00,19.94,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.70,14.30,19.97,19.80,0,0.09,0.06,0.09,0.06,20.15,0.00,0
L,40,67.00,59.10,20.00,20.03,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.80,14.30,19.97,20.20,0,0.09,0.06,0.09,0.06,20.15,0.00,0
L,40,65.60,59.10,20.00,19.92,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,19.97,20.04,0,0.09,0.06,0.04,0.04,19.94,0.00,0
L,40,64.60,59.10,20.00,19.94,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.80,14.30,19.97,19.88,0,0.09,0.06,0.04,0.04,19.94,0.00,0
L,40,65.20,59.10,20.00,19.22,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,19.97,19.70,0,0.09,0.06,0.04,0.04,19.94,0.00,0
L,40,63.80,59.10,20.00,20.28,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,19.97,19.72,0,0.09,0.06,0.04,0.04,19.98,0.00,0
L,40,62.60,59.10,20.00,20.11,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.30,14.30,19.97,19.64,0,0.01,0.06,0.04,0.01,19.98,0.00,0
L,40,62.90,59.10,20.00,20.01,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.20,14.30,19.97,19.69,0,0.01,0.06,0.04,0.01,20.09,0.00,0
L,40,62.80,59.10,20.00,20.13,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,19.97,19.85,0,0.01,0.06,0.04,0.01,20.09,0.00,0
L,40,61.00,59.10,20.00,20.27,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,19.97,20.09,0,0.01,0.06,0.04,0.01,19.60,0.00,0
L,40,60.70,59.10,20.00,20.16,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.60,14.30,19.97,20.04,0,0.01,0.06,0.04,0.01,19.60,0.00,0
L,40,60.60,59.10,20.00,19.92,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.80,14.30,19.97,20.02,0,0.01,0.01,0.04,0.01,19.60,0.00,1
L,40,59.00,59.10,20.00,20.19,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,19.97,20.11,0,0.01,0.01,0.04,0.01,20.45,0.00,1
L,40,58.20,59.10,20.00,20.11,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,19.97,20.24,0,0.01,0.01,0.04,0.01,20.45,0.00,1
L,40,59.20,59.10,20.00,20.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,19.97,20.38,0,0.01,0.01,0.04,0.01,19.75,0.00,1
L,40,57.70,59.10,20.00,19.94,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,19.97,20.30,0,0.01,0.01,0.00,0.00,19.75,0.00,1
L,40,56.90,59.10,20.00,19.99,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,19.97,20.03,0,0.01,0.01,0.00,0.00,19.75,0.00,1
L,40,57.40,59.10,20.00,19.86,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,19.97,19.92,0,0.01,0.01,0.00,0.00,19.82,0.00,1
L,40,55.60,59.10,20.00,19.73,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,19.97,19.82,1,0.00,0.01,0.00,0.01,19.82,0.00,1
L,40,55.50,59.10,20.00,19.90,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.20,14.30,19.97,19.77,1,0.00,0.01,0.00,0.01,19.52,0.00,1
L,40,55.70,59.10,20.00,19.93,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,19.97,19.80,1,0.00,0.01,0.00,0.01,19.52,0.00,1
L,40,54.60,59.10,20.00,19.99,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,19.97,19.81,1,0.00,0.01,0.00,0.01,19.52,0.00,1
L,40,53.50,59.10,20.00,19.91,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,19.97,19.72,1,0.00,0.01,0.00,0.01,19.25,0.00,1
L,40,52.70,59.10,20.00,20.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.20,14.30,19.97,19.75,1,0.00,0.01,0.00,0.01,19.25,0.00,1
L,41,53.30,59.10,20.00,19.95,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,13.90,14.30,19.97,19.82,1,0.00,0.00,0.00,0.00,19.95,0.00,1
L,40,52.30,59.10,20.00,19.99,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.30,14.30,19.97,19.83,1,0.00,0.00,0.00,0.00,19.95,0.00,1
L,40,52.00,59.10,20.00,20.01,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,19.97,19.90,1,0.00,0.00,0.00,0.00,19.95,0.00,1
L,40,51.30,59.10,20.00,19.90,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.30,14.30,19.97,19.89,1,0.00,0.00,0.00,0.00,19.97,0.00,1
L,40,50.30,59.10,20.00,20.08,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,19.97,20.04,1,0.00,0.00,0.00,0.00,19.97,0.00,1
L,40,50.80,59.10,20.00,20.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.10,14.30,19.97,19.89,1,0.00,0.00,0.00,0.00,20.00,0.00,1
L,40,50.10,59.10,20.00,20.17,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.00,14.30,19.97,20.06,1,0.00,0.00,0.00,0.00,20.00,0.00,1
L,40,50.20,59.10,20.00,20.02,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.30,14.30,19.97,20.08,1,0.00,0.00,0.00,0.00,20.00,0.00,1
L,40,49.40,59.10,20.00,20.05,1,0.00,0.00,0.01,0.01,15.00,0.00,0
S,40,14.10,14.30,19.97,19.95,1,0.00,0.00,0.00,0.00,20.23,0.01,1
L,40,49.10,59.10,20.00,20.08,1,0.00,0.00,0.01,0.01,15.00,0.00,0
S,40,14.40,14.30,19.97,19.93,1,0.00,0.00,0.00,0.00,20.23,0.01,1
L,40,49.40,59.10,20.00,20.08,1,0.00,0.00,0.01,0.01,15.00,0.00,0
S,40,14.70,14.30,19.97,20.12,1,0.00,0.00,0.00,0.00,20.38,0.01,1
L,40,49.50,59.10,20.00,20.11,1,0.00,0.00,0.01,0.01,15.00,0.00,0
S,40,14.50,14.30,19.97,20.19,1,0.00,0.00,0.00,0.00,20.38,0.01,1
L,40,49.10,59.10,20.00,20.00,1,0.00,0.00,0.01,0.01,15.00,0.00,0
S,40,14.50,14.30,19.97,20.23,1,0.00,0.00,0.00,0.00,20.04,0.04,0
L,40,48.10,59.10,20.00,20.10,1,0.04,0.00,0.01,0.04,15.00,0.00,0
S,40,14.20,14.30,19.97,20.10,1,0.00,0.00,0.00,0.00,20.04,0.04,0
L,40,46.30,59.10,20.00,20.29,1,0.04,0.00,0.01,0.04,15.00,0.00,0
S,40,14.90,14.30,19.97,20.01,1,0.00,0.00,0.00,0.00,20.04,0.04,0
L,40,45.70,59.10,20.00,20.34,1,0.04,0.00,0.01,0.04,15.00,0.00,0
S,40,14.70,14.30,19.97,19.94,1,0.00,0.00,0.00,0.00,20.36,0.04,0
L,40,46.40,59.10,20.00,20.10,1,0.04,0.00,0.01,0.04,15.00,0.00,0
S,40,15.30,14.30,19.97,19.91,1,0.00,0.00,0.00,0.00,20.36,0.04,0
L,40,47.60,59.10,20.00,20.15,1,0.04,0.06,0.01,0.06,15.00,0.00,0
S,40,14.90,14.30,19.97,19.90,1,0.00,0.00,0.00,0.00,19.86,0.06,0
L,40,47.70,59.10,20.00,20.00,1,0.04,0.06,0.01,0.06,15.00,0.00,0
S,40,15.50,14.30,19.86,19.80,1,0.00,0.00,0.00,0.00,19.86,0.06,0
L,40,51.80,59.10,20.00,19.95,1,0.04,0.06,0.01,0.06,15.00,0.00,0
S,40,16.40,14.30,19.86,19.84,1,0.00,0.00,0.00,0.00,19.86,0.06,0
L,40,54.90,59.10,20.00,19.97,0,0.04,0.06,0.06,0.04,15.00,0.00,0
S,40,17.40,14.30,19.97,19.97,1,0.00,0.00,0.00,0.00,19.97,0.04,0
L,40,56.00,59.10,20.00,19.96,0,0.04,0.06,0.06,0.04,15.00,0.00,0
S,40,18.50,14.30,19.97,19.89,1,0.00,0.00,0.00,0.00,19.97,0.04,0
L,40,57.30,59.10,20.00,19.92,0,0.04,0.06,0.06,0.04,15.00,0.00,0
S,40,23.20,14.30,20.07,20.05,1,0.00,0.00,0.00,0.00,20.07,0.04,0
L,40,62.10,59.10,20.00,19.96,0,0.04,0.06,0.06,0.04,15.00,0.00,0
S,40,27.80,14.30,20.07,20.04,1,0.00,0.00,0.00,0.00,20.07,0.04,0
L,40,66.50,59.10,20.00,19.98,0,0.04,0.06,0.06,0.04,15.00,0.00,0
S,40,34.00,14.30,20.07,20.18,1,0.00,0.00,0.00,0.00,20.07,0.04,0
L,40,74.30,59.10,20.00,20.74,0,0.07,0.06,0.06,0.06,15.00,0.00,0
S,40,48.20,14.30,19.79,20.22,1,0.00,0.00,0.00,0.00,19.79,0.06,0
L,40,75.30,59.10,20.00,19.80,0,0.07,0.06,0.06,0.06,15.00,0.00,0
S,40,53.30,14.30,19.79,20.10,1,0.00,0.00,0.00,0.00,19.79,0.06,0
L,40,78.40,59.10,20.00,19.84,0,0.07,0.06,0.06,0.06,15.00,0.00,0
S,40,56.50,14.30,19.82,19.83,1,0.00,0.00,0.00,0.00,19.82,0.06,0
L,40,79.60,59.10,20.00,19.83,0,0.07,0.06,0.06,0.06,15.00,0.00,0
S,40,56.80,14.30,19.82,19.93,1,0.00,0.00,0.00,0.00,19.82,0.06,0
L,40,78.00,59.10,20.00,19.86,0,0.07,0.07,0.06,0.06,15.00,0.00,0
S,40,56.60,14.30,19.82,20.12,1,0.00,0.00,0.00,0.00,19.82,0.06,0
L,40,78.50,59.10,20.00,19.86,0,0.07,0.07,0.06,0.06,15.00,0.00,0
S,40,55.70,14.30,19.83,19.81,1,0.00,0.00,0.00,0.00,19.83,0.06,0
L,40,78.40,59.10,20.00,19.65,0,0.07,0.07,0.06,0.06,15.00,0.00,0
S,40,55.30,14.30,19.83,19.61,1,0.00,0.00,0.00,0.00,19.83,0.06,0
L,40,79.00,59.10,20.00,19.90,0,0.07,0.07,0.06,0.06,15.00,0.00,0
S,40,55.50,14.30,19.92,19.75,1,0.00,0.00,0.00,0.00,19.92,0.06,0
L,40,77.50,59.10,20.00,19.79,0,0.07,0.07,0.08,0.07,15.00,0.00,0
S,40,54.90,14.30,19.92,19.96,1,0.00,0.00,0.00,0.00,19.92,0.06,0
L,40,76.90,59.10,20.00,19.79,0,0.07,0.07,0.08,0.07,15.00,0.00,0
S,40,54.10,14.30,19.92,20.13,1,0.00,0.00,0.00,0.00,19.92,0.06,0
L,40,77.70,59.10,20.00,20.35,0,0.07,0.07,0.08,0.07,15.00,0.00,0
S,40,52.50,14.30,19.63,20.11,1,0.00,0.00,0.00,0.00,19.63,0.07,0
L,40,78.00,59.10,20.00,20.09,0,0.07,0.07,0.08,0.07,15.00,0.00,0
S,40,52.50,14.30,19.63,19.89,1,0.00,0.00,0.00,0.00,19.63,0.07,0
L,40,78.40,59.10,20.00,20.06,0,0.07,0.07,0.08,0.07,15.00,0.00,0
S,40,51.40,14.30,19.84,19.52,1,0.00,0.00,0.00,0.00,19.84,0.07,0
L,40,76.40,59.10,20.00,19.92,0,0.08,0.07,0.08,0.07,15.00,0.00,0
S,40,50.80,14.30,19.84,19.39,1,0.00,0.00,0.00,0.00,19.84,0.07,0
L,40,77.50,59.10,20.00,19.96,0,0.08,0.07,0.08,0.07,15.00,0.00,0
S,40,51.50,14.30,19.84,19.43,1,0.00,0.00,0.00,0.00,19.84,0.07,0
L,40,77.00,59.10,20.00,19.59,0,0.08,0.07,0.08,0.07,15.00,0.00,0
S,40,49.90,14.30,19.93,19.41,1,0.00,0.00,0.00,0.00,19.93,0.07,0
L,40,72.80,59.10,20.00,20.01,0,0.08,0.07,0.08,0.07,15.00,0.00,0
S,40,49.40,14.30,19.93,19.62,1,0.00,0.00,0.01,0.01,19.93,0.07,0
L,40,66.50,59.10,20.00,20.01,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,48.90,14.30,19.93,19.64,1,0.00,0.00,0.01,0.01,19.93,0.08,0
L,40,62.60,59.10,20.00,20.07,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,49.10,14.30,19.93,19.64,1,0.00,0.00,0.01,0.01,19.93,0.08,0
L,40,51.10,59.10,20.00,20.18,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,48.50,14.30,20.20,19.78,1,0.00,0.00,0.01,0.01,20.20,0.08,0
L,40,45.60,59.10,20.00,20.17,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,48.30,14.30,20.20,19.84,1,0.02,0.00,0.01,0.02,20.20,0.08,0
L,40,43.40,59.10,20.00,20.22,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,48.60,14.30,20.20,19.82,1,0.02,0.00,0.01,0.02,20.20,0.08,0
L,40,36.20,59.10,20.00,20.15,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,47.10,14.30,20.14,19.75,1,0.02,0.00,0.01,0.02,20.14,0.08,0
L,40,32.10,59.10,20.00,20.14,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,46.40,14.30,20.14,19.95,1,0.02,0.00,0.01,0.02,20.14,0.08,0
L,40,30.30,59.10,20.00,20.16,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,46.00,14.30,20.21,20.04,1,0.02,0.00,0.01,0.02,20.21,0.08,0
L,40,29.50,59.10,20.00,20.08,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,46.80,14.30,20.21,20.82,1,0.02,0.06,0.01,0.06,20.21,0.08,0
L,40,35.10,59.10,20.00,20.08,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,47.40,14.30,20.21,20.26,1,0.02,0.06,0.01,0.06,20.21,0.08,0
L,40,43.00,59.10,20.00,19.92,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,49.20,14.30,19.94,19.24,1,0.02,0.06,0.01,0.06,19.94,0.08,0
L,40,45.50,59.10,20.00,19.91,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,53.70,14.30,19.94,20.34,0,0.02,0.06,0.07,0.02,19.94,0.08,0
L,40,46.60,59.10,20.00,19.92,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,55.60,14.30,20.08,19.88,0,0.02,0.06,0.07,0.02,20.08,0.08,0
L,40,50.40,59.10,20.00,19.91,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,55.10,14.30,20.08,20.28,0,0.02,0.06,0.07,0.02,20.08,0.08,0
L,40,54.00,59.10,20.00,20.04,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,61.40,14.30,20.08,19.83,0,0.02,0.06,0.07,0.02,20.08,0.08,0
L,40,46.30,59.10,20.00,20.12,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,65.40,14.30,20.27,20.17,0,0.08,0.06,0.07,0.06,20.27,0.08,0
L,40,50.30,59.10,20.00,20.13,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,70.90,14.30,20.27,20.13,0,0.08,0.06,0.07,0.06,20.27,0.08,0
L,40,50.80,59.10,20.00,20.13,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,80.00,14.30,20.44,19.88,0,0.08,0.06,0.07,0.06,20.44,0.08,0
L,40,61.10,59.10,20.00,20.06,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,80.00,14.30,20.44,20.16,0,0.08,0.06,0.07,0.06,20.44,0.08,0
L,40,59.80,59.10,20.00,20.02,0,0.08,0.08,0.08,0.08,15.00,0.00,0
S,40,80.00,14.30,20.44,20.18,0,0.08,0.06,0.07,0.06,20.44,0.08,0
L,40,80.00,59.10,20.00,20.03,0,0.07,0.08,0.08,0.07,15.00,0.00,0
S,40,80.00,14.30,20.07,20.06,0,0.08,0.07,0.07,0.07,20.07,0.08,0
L,40,80.00,59.10,20.00,19.93,0,0.07,0.08,0.08,0.07,15.00,0.00,0
S,40,80.00,14.30,20.07,19.99,0,0.08,0.07,0.07,0.07,20.07,0.08,0
L,40,80.00,59.10,20.00,19.96,0,0.07,0.08,0.08,0.07,15.00,0.00,0
S,40,80.00,14.30,19.96,20.15,0,0.08,0.07,0.07,0.07,19.96,0.07,0
L,40,80.00,59.10,20.00,19.91,0,0.07,0.08,0.08,0.07,15.00,0.00,0
S,40,80.00,14.30,19.96,20.07,0,0.08,0.07,0.07,0.07,19.96,0.07,0
L,40,63.60,59.10,20.00,19.92,0,0.07,0.05,0.08,0.05,15.00,0.00,0
S,41,80.00,14.30,19.96,19.83,0,0.08,0.07,0.08,0.07,19.96,0.07,0
L,40,80.00,59.10,20.00,19.99,0,0.07,0.05,0.08,0.05,15.00,0.00,0
S,40,79.90,14.30,19.99,20.49,0,0.08,0.07,0.08,0.07,19.99,0.05,0
L,40,80.00,59.10,20.00,19.93,0,0.07,0.05,0.08,0.05,15.00,0.00,0
S,40,79.90,14.30,19.99,19.34,0,0.08,0.07,0.08,0.07,19.99,0.05,0
L,40,80.00,59.10,20.00,19.88,0,0.07,0.05,0.08,0.05,15.00,0.00,0
S,40,78.60,14.30,19.93,20.37,0,0.08,0.07,0.08,0.07,19.93,0.05,0
L,40,57.40,59.10,20.00,19.87,0,0.07,0.05,0.08,0.05,15.00,0.00,0
S,40,79.10,14.30,19.93,20.34,0,0.08,0.07,0.08,0.07,19.93,0.05,0
L,40,59.60,59.10,20.00,19.90,0,0.07,0.05,0.02,0.02,15.00,0.00,0
S,40,78.40,14.30,19.65,19.86,0,0.08,0.07,0.08,0.07,19.65,0.02,0
L,40,80.00,59.10,20.00,19.89,0,0.07,0.05,0.02,0.02,15.00,0.00,0
S,40,78.20,14.30,19.65,20.23,0,0.08,0.07,0.08,0.07,19.65,0.02,0
L,40,80.00,59.10,20.00,19.97,0,0.07,0.05,0.02,0.02,15.00,0.00,0
S,40,77.10,14.30,19.65,19.97,0,0.08,0.07,0.08,0.07,19.65,0.02,0
L,40,80.00,59.10,20.00,20.04,0,0.07,0.05,0.02,0.02,15.00,0.00,0
S,40,73.50,14.30,20.20,20.10,0,0.08,0.07,0.08,0.07,20.20,0.02,0
L,40,63.50,59.10,20.00,19.91,0,0.00,0.05,0.02,0.00,15.00,0.00,1
S,40,71.40,14.30,20.20,19.98,0,0.08,0.08,0.08,0.08,20.20,0.02,0
L,40,66.20,59.10,20.00,20.00,0,0.00,0.05,0.02,0.00,15.00,0.00,1
S,40,65.50,14.30,18.95,20.22,0,0.08,0.08,0.08,0.08,18.95,0.00,0
L,40,68.10,59.10,20.00,19.89,0,0.00,0.05,0.02,0.00,15.00,0.00,1
S,40,54.50,14.30,18.95,21.39,0,0.08,0.08,0.08,0.08,18.95,0.00,0
L,40,64.10,59.10,20.00,19.97,0,0.00,0.05,0.02,0.00,15.00,0.00,1
S,40,46.50,14.30,18.95,20.64,0,0.08,0.08,0.08,0.08,18.95,0.00,0
L,40,69.10,59.10,20.00,20.02,0,0.00,0.00,0.02,0.00,15.00,0.00,1
S,40,44.50,14.30,20.05,19.98,0,0.08,0.08,0.08,0.08,20.05,0.00,0
L,40,68.90,59.10,20.00,20.10,0,0.00,0.00,0.02,0.00,15.00,0.00,1
S,40,38.30,14.30,20.05,19.40,0,0.08,0.08,0.08,0.08,20.05,0.00,0
L,40,64.90,59.10,20.00,20.04,0,0.00,0.00,0.02,0.00,15.00,0.00,1
S,40,35.50,14.30,20.02,19.15,0,0.08,0.08,0.08,0.08,20.02,0.00,0
L,40,66.40,59.10,20.00,20.03,0,0.00,0.00,0.02,0.00,15.00,0.00,1
S,40,30.80,14.30,20.02,19.11,0,0.09,0.08,0.08,0.08,20.02,0.00,0
L,40,71.50,59.10,20.00,19.96,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,28.30,14.30,20.02,18.94,0,0.09,0.08,0.08,0.08,20.02,0.00,0
L,40,71.20,59.10,20.00,19.97,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,29.30,14.30,19.92,20.55,0,0.09,0.08,0.08,0.08,19.92,0.00,0
L,40,65.00,59.10,20.00,19.94,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,33.80,14.30,19.92,20.13,0,0.09,0.08,0.08,0.08,19.92,0.00,0
L,40,69.90,59.10,20.00,19.81,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,42.00,14.30,19.90,20.06,0,0.09,0.08,0.08,0.08,19.90,0.00,0
L,40,67.10,59.10,20.00,19.87,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,27.60,14.30,19.90,19.93,0,0.09,0.09,0.08,0.08,19.90,0.00,0
L,40,69.20,59.10,20.00,19.86,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,21.70,14.30,19.90,19.83,0,0.09,0.09,0.08,0.08,19.90,0.00,0
L,40,72.90,59.10,20.00,19.93,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,18.40,14.30,20.01,19.48,0,0.09,0.09,0.08,0.08,20.01,0.00,0
L,40,70.30,59.10,20.00,19.88,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,16.00,14.30,20.01,19.84,0,0.09,0.09,0.08,0.08,20.01,0.00,0
L,40,69.50,59.10,20.00,19.98,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.60,14.30,18.91,19.82,0,0.09,0.09,0.08,0.08,18.91,0.00,0
L,40,73.20,59.10,20.00,19.90,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.00,14.30,18.91,19.89,0,0.09,0.09,0.08,0.08,18.91,0.00,0
L,40,70.90,59.10,20.00,20.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.40,14.30,18.91,19.95,0,0.09,0.09,0.08,0.08,18.91,0.00,0
L,40,74.00,59.10,20.00,19.95,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.70,14.30,18.91,19.71,0,0.07,0.09,0.08,0.07,19.91,0.00,0
L,40,73.80,59.10,20.00,20.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.00,14.30,18.91,19.55,0,0.07,0.09,0.08,0.07,19.91,0.00,0
L,40,76.80,59.10,20.00,20.06,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.60,14.30,18.91,19.35,0,0.07,0.09,0.08,0.07,20.07,0.00,0
L,40,75.70,59.10,20.00,20.01,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.60,14.30,18.91,19.10,0,0.07,0.09,0.08,0.07,20.07,0.00,0
L,40,78.00,59.10,20.00,20.00,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,41,14.60,14.30,18.91,19.01,0,0.07,0.09,0.08,0.07,20.08,0.00,0
L,40,78.00,59.10,20.00,20.02,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.40,14.30,18.91,18.97,0,0.07,0.09,0.08,0.07,20.08,0.00,0
L,40,77.90,59.10,20.00,19.91,1,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,76.40,59.10,20.00,19.96,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.90,14.30,18.91,18.93,0,0.07,0.04,0.08,0.04,20.08,0.00,0
S,40,15.00,14.30,18.91,18.84,0,0.07,0.04,0.08,0.04,20.06,0.00,0
L,40,74.20,59.10,20.00,19.97,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.70,14.30,18.91,18.83,0,0.07,0.04,0.08,0.04,20.06,0.00,0
L,40,77.00,59.10,20.00,19.82,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.90,14.30,18.91,18.72,0,0.07,0.04,0.08,0.04,20.17,0.00,0
L,40,77.10,59.10,20.00,20.40,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.00,14.30,18.91,18.77,0,0.07,0.04,0.02,0.02,20.17,0.00,0
L,41,77.20,59.10,20.00,20.15,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.30,14.30,18.91,18.74,0,0.07,0.04,0.02,0.02,20.17,0.00,0
L,40,76.40,59.10,20.00,20.06,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,14.90,14.30,18.91,18.78,0,0.07,0.04,0.02,0.02,19.89,0.00,0
L,40,76.30,59.10,20.00,19.90,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.00,14.30,18.91,18.85,0,0.07,0.04,0.02,0.02,19.89,0.00,0
L,40,74.50,59.10,20.00,19.92,1,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,15.30,14.30,18.91,18.85,0,0.01,0.04,0.02,0.01,20.09,0.00,1
