Robot,Delta_muestra,Input_d,d_ref,vel_ref,Input_vel,Input_theta,Output_d,Output_vel,Output_theta,curvatura,vel_crucero,curvatura_predecesor,control
L,40,7.00,49.00,15.00,14.19,-0.07,0.00,456.94,202.00,0.03,15.00,0.00,0
S,40,45.10,10.00,14.88,14.90,0.04,14.88,466.75,-212.17,0.03,14.88,0.08,0
R,40,68.00,10.00,12.88,14.49,0.00,12.88,425.11,-222.46,0.08,12.88,0.03,0
O,40,10.10,10.00,16.55,16.84,-0.00,16.55,526.60,7.26,0.00,16.27,0.00,1
L,40,11.10,49.00,15.00,14.27,-0.04,0.00,459.78,79.02,0.03,15.00,0.00,0
S,40,44.90,10.00,14.88,14.78,0.04,14.88,469.79,-221.19,0.05,14.88,0.08,0
R,40,63.30,10.00,14.30,14.10,-0.00,14.30,462.97,-209.05,0.08,14.30,0.03,0
T,40,9.70,10.00,14.73,16.54,0.01,14.73,481.45,-22.13,0.00,15.23,0.03,0
T,40,9.90,10.00,15.51,16.20,-0.03,15.51,500.37,135.24,0.00,14.57,0.03,0
O,40,10.00,10.00,16.15,16.76,-0.00,16.15,516.58,4.01,0.00,16.27,0.00,1
T,40,9.60,10.00,14.27,15.88,0.01,14.27,472.20,-76.79,0.00,14.57,0.03,0
L,40,14.00,49.00,15.00,14.59,-0.04,0.00,455.66,154.82,0.03,15.00,0.00,0
S,40,45.00,10.00,13.63,14.59,0.07,13.63,442.74,-352.83,0.05,13.63,0.08,0
R,40,64.10,10.00,14.30,13.68,-0.00,14.30,475.13,-211.23,0.08,14.30,0.03,0
O,40,10.00,10.00,16.15,16.73,0.00,16.15,513.97,-5.83,0.00,16.16,0.00,1
T,40,9.70,10.00,14.63,15.74,0.01,14.63,475.99,-35.30,0.00,14.54,0.05,0
L,40,15.80,49.00,15.00,14.68,-0.08,0.00,455.53,293.75,0.03,15.00,0.00,0
S,40,45.30,10.00,13.63,14.40,0.03,13.63,442.19,-172.93,0.05,13.63,0.08,0
R,40,57.80,10.00,14.69,13.68,0.00,14.69,488.90,-217.60,0.08,14.69,0.03,0
O,40,10.20,10.00,16.98,16.63,0.00,16.98,534.58,2.45,0.00,15.31,0.00,1
T,40,10.00,10.00,15.83,15.31,0.01,15.83,512.10,-7.82,0.00,14.54,0.05,0
L,40,19.30,49.00,15.00,14.65,-0.08,0.00,458.31,254.55,0.03,15.00,0.00,0
S,40,46.60,10.00,13.63,14.35,0.03,13.63,438.85,-210.00,0.05,13.63,0.08,0
R,40,53.90,10.00,14.69,13.86,0.00,14.69,489.94,-216.22,0.08,14.69,0.03,0
O,40,9.80,10.00,15.35,16.50,-0.00,15.35,497.56,8.32,0.00,15.31,0.00,1
T,40,9.90,10.00,15.42,15.12,-0.04,15.42,509.43,142.51,0.00,14.54,0.05,0
L,40,20.30,49.00,15.00,14.74,-0.04,0.00,457.92,131.46,0.03,15.00,0.00,0
S,40,48.60,10.00,13.80,14.20,0.02,13.80,443.07,-207.52,0.05,13.80,0.08,0
R,40,59.60,10.00,14.69,14.09,0.00,14.69,488.90,-222.66,0.08,14.69,0.03,0
O,40,9.80,10.00,15.33,16.47,-0.00,15.33,491.15,14.37,0.00,15.31,0.00,1
T,40,10.00,10.00,15.82,15.20,0.01,15.82,519.55,-68.94,0.00,14.20,0.05,0
L,40,23.20,49.00,15.00,14.88,-0.04,0.00,455.84,175.75,0.03,15.00,0.00,0
S,40,50.60,10.00,13.80,14.03,0.02,13.80,445.22,-226.22,0.05,13.80,0.08,0
R,40,80.00,10.00,14.77,14.46,0.00,14.77,484.76,-229.32,0.08,14.77,0.03,0
O,40,9.70,10.00,14.89,16.29,-0.00,14.89,477.76,5.81,0.00,15.14,0.00,1
T,40,10.30,10.00,17.05,15.29,0.01,17.05,553.02,-29.77,0.00,14.20,0.05,0
L,40,28.80,49.00,15.00,15.03,-0.04,0.00,452.62,201.33,0.03,15.00,0.00,0
S,40,51.10,10.00,14.43,15.00,0.02,14.43,435.09,-212.49,0.03,14.43,0.08,0
R,40,23.20,10.00,14.77,14.66,0.01,14.77,481.39,-234.87,0.08,14.77,0.03,0
O,40,9.90,10.00,15.68,15.96,-0.00,15.68,498.91,3.56,0.00,15.14,0.00,1
T,40,10.50,10.00,17.91,15.56,-0.03,17.91,578.55,142.01,0.00,14.30,0.03,0
L,40,28.60,49.00,15.00,15.94,-0.04,0.00,428.59,202.82,0.03,15.00,0.00,0
S,40,52.80,10.00,14.43,14.19,0.02,14.43,452.89,-209.51,0.03,14.43,0.08,0
R,40,13.30,10.00,15.05,14.56,0.01,15.05,491.93,-236.95,0.08,15.05,0.03,0
O,40,10.00,10.00,16.08,15.70,-0.00,16.08,514.36,6.94,0.00,16.44,0.00,1
T,40,11.00,10.00,20.03,16.05,-0.03,20.03,634.88,84.80,0.00,14.30,0.03,0
L,40,27.40,49.00,15.00,14.40,-0.04,0.00,463.52,207.90,0.03,15.00,0.00,0
S,40,54.50,10.00,14.58,14.39,0.02,14.58,452.87,-222.85,0.03,14.58,0.08,0
R,40,12.70,10.00,15.05,14.75,0.01,15.05,489.80,-247.45,0.08,15.05,0.03,0
O,40,9.90,10.00,15.67,15.59,0.00,15.67,508.73,2.79,0.00,16.44,0.00,1
T,40,11.60,10.00,14.30,18.78,0.02,14.30,437.06,-94.51,0.00,14.30,0.03,0
L,40,27.20,49.00,15.00,15.28,-0.04,0.00,443.96,205.19,0.03,15.00,0.00,0
S,40,57.40,10.00,14.58,14.25,0.02,14.58,457.72,-234.41,0.03,14.58,0.08,0
R,40,12.40,10.00,15.05,14.71,0.01,15.05,492.63,-247.79,0.08,15.05,0.03,0
O,40,10.10,10.00,16.48,15.60,0.00,16.48,530.11,3.42,0.00,16.44,0.00,1
T,40,12.60,10.00,14.32,16.88,0.02,14.32,461.07,-42.58,0.00,14.32,0.03,0
L,40,28.30,49.00,15.00,15.30,-0.04,0.00,441.71,223.52,0.03,15.00,0.00,0
S,40,61.00,10.00,14.58,14.44,0.02,14.58,454.76,-216.09,0.03,14.58,0.08,0
R,40,10.60,10.00,14.95,14.69,0.01,14.95,492.36,-252.47,0.08,14.95,0.03,0
O,40,10.30,10.00,17.32,15.64,0.00,17.32,556.07,-8.93,0.00,16.91,0.00,1
T,40,16.20,10.00,14.32,15.67,0.01,14.32,477.81,-6.63,0.00,14.32,0.03,0
L,40,27.10,49.00,15.00,14.73,-0.03,0.00,455.03,208.22,0.03,15.00,0.00,0
R,40,9.10,10.00,14.95,14.95,0.01,14.95,487.28,-249.92,0.08,14.95,0.03,0
O,40,10.30,10.00,17.35,15.88,0.00,17.35,560.58,5.19,0.00,16.91,0.00,1
S,40,60.00,10.00,14.69,14.50,0.01,14.69,456.85,-214.93,0.03,14.69,0.08,0
T,40,18.00,10.00,14.52,15.55,-0.03,14.52,478.35,149.82,0.00,14.52,0.03,0
L,40,19.60,49.00,15.00,15.03,-0.03,0.00,448.78,201.38,0.03,15.00,0.00,0
S,40,59.50,10.00,14.69,14.43,0.01,14.69,459.78,-210.22,0.05,14.69,0.08,0
R,40,7.80,10.00,14.83,14.76,0.01,14.83,489.00,-256.07,0.08,14.83,0.03,0
O,40,10.10,10.00,16.56,16.27,0.00,16.56,538.40,-2.09,0.00,14.25,0.00,1
T,40,21.00,10.00,14.52,14.71,0.00,14.52,494.42,-42.87,0.00,14.52,0.03,0
L,40,16.00,49.00,15.00,14.95,-0.03,0.00,450.64,212.25,0.03,15.00,0.00,0
R,40,8.20,10.00,14.83,14.78,0.01,14.83,489.00,-240.18,0.08,14.83,0.03,0
O,40,9.90,10.00,15.75,16.77,0.00,15.75,505.75,-6.37,0.00,14.25,0.00,1
S,40,80.00,10.00,14.77,14.44,0.00,14.77,463.06,-197.21,0.05,14.77,0.08,0
T,40,43.40,10.00,14.52,14.96,0.00,14.52,486.57,0.14,0.00,14.52,0.03,0
L,40,18.00,49.00,15.00,15.15,-0.02,0.00,445.79,210.10,0.03,15.00,0.00,0
S,40,80.00,10.00,14.77,14.68,0.01,14.77,458.70,-220.92,0.05,14.77,0.08,0
R,40,8.50,10.00,15.04,14.80,0.01,15.04,494.09,-261.50,0.08,15.04,0.03,0
O,40,9.90,10.00,15.74,16.65,0.00,15.74,502.73,4.76,0.00,14.69,0.00,1
T,40,52.60,10.00,14.56,14.89,0.01,14.56,487.01,-11.15,0.00,14.56,0.05,0
L,40,24.80,49.00,15.00,14.95,-0.02,0.00,450.10,206.52,0.03,15.00,0.00,0
S,40,80.00,10.00,14.77,14.71,0.01,14.77,458.58,-212.88,0.05,14.77,0.08,0
R,40,9.20,10.00,15.04,14.78,0.02,15.04,496.18,-277.55,0.08,15.04,0.03,0
O,40,9.90,10.00,15.73,16.52,0.00,15.73,500.48,-4.23,0.00,14.69,0.00,1
T,40,55.50,10.00,14.56,14.96,0.01,14.56,483.20,-10.56,0.00,14.56,0.05,0
L,40,29.80,49.00,15.00,15.01,-0.02,0.00,448.80,211.84,0.03,15.00,0.00,0
S,40,80.00,10.00,14.74,14.83,0.01,14.74,454.93,-227.19,0.05,14.74,0.08,0
R,40,11.10,10.00,15.04,14.74,0.01,15.04,498.78,-239.29,0.08,15.04,0.03,0
O,40,10.00,10.00,16.13,16.28,0.00,16.13,512.47,-2.30,0.00,14.69,0.00,1
T,40,55.60,10.00,14.75,14.76,-0.03,14.75,490.97,124.70,0.00,14.75,0.05,0
L,40,33.70,49.00,15.00,14.92,-0.01,0.00,450.99,178.51,0.05,15.00,0.00,0
S,40,80.00,10.00,14.74,14.79,0.01,14.74,455.33,-216.68,0.07,14.74,0.08,0
R,40,12.90,10.00,15.06,14.81,-0.00,15.06,499.08,-222.92,0.08,15.06,0.05,0
O,40,9.90,10.00,15.72,16.20,0.00,15.72,502.98,-1.43,0.00,14.75,0.00,1
T,40,55.50,10.00,14.75,14.71,0.02,14.75,492.21,-110.49,0.00,14.75,0.05,0
L,40,40.30,49.00,15.00,14.94,0.00,0.00,451.03,144.59,0.05,15.00,0.00,0
S,40,80.00,10.00,15.12,14.73,0.01,15.12,466.50,-232.28,0.07,15.12,0.08,0
R,40,18.80,10.00,15.06,15.06,-0.02,15.06,494.14,-180.81,0.08,15.06,0.05,0
O,40,9.90,10.00,15.70,16.15,0.00,15.70,501.23,-5.70,0.00,14.75,0.00,1
T,40,55.50,10.00,14.67,14.83,0.03,14.67,487.32,-80.23,0.00,14.67,0.07,0
L,40,41.00,49.00,15.00,14.91,0.02,0.00,452.22,113.53,0.05,15.00,0.00,0
S,40,80.00,10.00,15.12,14.76,0.01,15.12,468.21,-229.37,0.07,15.12,0.08,0
R,40,44.50,10.00,14.86,15.12,-0.07,14.86,487.20,-13.48,0.08,14.86,0.05,0
O,40,9.60,10.00,14.46,16.08,0.00,14.46,467.74,-2.94,0.00,14.73,0.00,1
T,40,54.30,10.00,14.67,14.72,0.02,14.67,489.27,-15.75,0.00,14.67,0.07,0
L,40,42.70,49.00,15.00,14.83,0.07,0.00,454.86,-41.47,0.05,15.00,0.00,0
S,40,80.00,10.00,15.12,15.32,0.01,15.12,455.62,-220.15,0.07,15.12,0.08,0
R,40,45.80,10.00,14.86,15.22,-0.11,14.86,483.08,94.84,0.08,14.86,0.05,0
O,40,9.40,10.00,13.58,15.87,-0.00,13.58,441.06,4.68,0.00,14.73,0.00,1
T,40,54.70,10.00,14.67,14.75,0.08,14.67,488.27,-268.01,0.00,14.67,0.07,0
L,40,43.40,49.00,15.00,14.80,0.07,0.00,456.45,-16.89,0.07,15.00,0.00,0
S,40,80.00,10.00,15.06,14.47,0.01,15.06,474.96,-217.65,0.07,15.06,0.08,0
R,40,45.80,10.00,14.86,15.10,-0.12,14.86,484.03,82.33,0.08,14.86,0.05,0
O,40,9.60,10.00,14.34,13.73,-0.01,14.34,503.25,24.97,0.00,14.73,0.00,1
T,40,53.80,10.00,14.79,14.75,0.12,14.79,490.79,-346.65,0.00,14.79,0.07,0
L,40,42.50,49.00,15.00,14.75,0.08,0.00,458.99,-38.05,0.07,15.00,0.00,0
S,40,42.90,10.00,15.06,14.57,0.00,15.06,475.80,-210.26,0.07,15.06,0.08,0
R,40,45.10,10.00,14.79,15.02,-0.13,14.79,483.00,102.75,0.08,14.79,0.07,0
T,40,53.30,10.00,14.79,14.95,0.12,14.79,485.74,-278.10,0.00,14.79,0.07,0
L,40,42.40,49.00,15.00,16.09,0.12,0.00,425.37,-198.11,0.07,15.00,0.00,0
S,40,48.30,10.00,14.88,15.60,-0.00,14.88,447.16,-198.36,0.07,14.88,0.08,0
R,40,44.80,10.00,14.79,14.85,-0.13,14.79,485.99,141.18,0.08,14.79,0.07,0
O,40,9.60,10.00,14.29,15.01,0.00,14.29,472.04,-16.24,0.00,14.77,0.00,1
O,40,9.60,10.00,14.24,15.24,0.01,14.24,460.77,-18.52,0.00,14.77,0.00,1
T,40,53.20,10.00,15.16,15.48,0.03,15.16,480.68,-10.39,0.00,15.16,0.08,0
L,40,42.50,49.00,15.00,14.35,0.13,0.00,464.50,-173.40,0.07,15.00,0.00,0
S,40,51.20,10.00,14.88,14.71,-0.00,14.88,466.28,-211.64,0.08,14.88,0.08,0
R,40,44.30,10.00,14.86,14.68,-0.13,14.86,491.91,146.87,0.08,14.86,0.07,0
T,40,53.00,10.00,15.16,15.21,0.03,15.16,485.80,-106.58,0.00,15.16,0.08,0
L,40,41.60,49.00,15.00,14.90,0.12,0.00,454.01,-165.58,0.07,15.00,0.00,0
S,40,62.70,10.00,14.88,14.78,-0.00,14.88,465.35,-192.31,0.08,14.88,0.08,0
R,40,43.10,10.00,14.86,14.49,-0.13,14.86,498.03,163.47,0.08,14.86,0.07,0
T,40,53.60,10.00,15.16,15.08,0.03,15.16,489.10,-153.97,0.00,15.16,0.08,0
L,40,40.90,49.00,15.00,14.88,0.08,0.00,455.07,-51.87,0.07,15.00,0.00,0
S,40,70.10,10.00,14.60,14.78,-0.00,14.60,458.59,-209.59,0.08,14.60,0.08,0
O,40,9.40,10.00,13.37,14.37,0.00,13.37,454.73,3.71,0.00,14.77,0.00,1
O,40,9.80,10.00,14.94,14.28,-0.00,14.94,492.46,4.62,0.00,15.41,0.00,1
R,40,42.40,10.00,14.86,14.36,-0.13,14.86,503.50,186.32,0.08,14.86,0.07,0
T,40,52.00,10.00,14.86,15.26,0.04,14.86,476.89,-166.69,0.02,14.86,0.08,0
L,40,40.00,49.00,15.00,15.17,0.08,0.00,448.21,-128.19,0.07,15.00,0.00,0
S,40,69.80,10.00,14.60,14.75,-0.00,14.60,458.42,-209.90,0.08,14.60,0.08,0
R,40,43.10,10.00,15.04,14.47,-0.12,15.04,508.36,202.99,0.05,15.04,0.07,0
O,40,9.80,10.00,14.92,14.37,-0.00,14.92,493.38,1.05,0.00,15.41,0.00,1
T,40,51.10,10.00,14.86,15.17,0.08,14.86,477.00,-303.30,0.02,14.86,0.08,0
L,40,37.40,49.00,15.00,15.07,0.12,0.00,449.91,-292.33,0.05,15.00,0.00,0
S,40,71.40,10.00,14.33,14.80,-0.00,14.33,449.02,-196.53,0.08,14.33,0.05,0
R,40,39.80,10.00,15.04,14.58,-0.12,15.04,508.71,210.94,0.05,15.04,0.07,0
O,40,9.80,10.00,14.90,14.65,-0.00,14.90,488.72,6.04,0.00,15.25,0.02,0
O,40,9.70,10.00,14.46,14.60,-0.00,14.46,480.04,0.50,0.00,15.25,0.02,0
L,40,36.90,49.00,15.00,14.94,0.12,0.00,452.72,-246.17,0.05,15.00,0.00,0
T,40,50.50,10.00,14.77,14.84,0.08,14.77,481.56,-263.36,0.02,14.77,0.08,0
S,40,71.30,10.00,14.33,14.64,-0.00,14.33,450.68,-208.42,0.08,14.33,0.05,0
R,40,40.80,10.00,15.00,14.71,-0.12,15.00,506.86,229.37,0.05,15.00,0.05,0
T,40,49.30,10.00,14.77,14.84,0.04,14.77,480.97,-134.24,0.02,14.77,0.08,0
L,40,35.20,49.00,15.00,14.89,0.08,0.00,454.42,-110.70,0.05,15.00,0.00,0
S,40,70.70,10.00,14.84,14.70,-0.00,14.84,460.50,-206.07,0.08,14.84,0.05,0
R,40,32.20,10.00,15.00,14.71,-0.11,15.00,508.55,227.04,0.05,15.00,0.05,0
T,40,49.80,10.00,14.77,14.73,0.03,14.77,483.43,-180.10,0.02,14.77,0.08,0
L,40,28.90,49.00,15.00,14.93,0.07,0.00,453.93,-174.40,0.05,15.00,0.00,0
S,41,71.60,10.00,14.84,14.58,0.00,14.84,464.45,-210.38,0.08,14.84,0.05,0
O,40,9.50,10.00,13.60,14.78,-0.00,13.60,452.13,5.15,0.00,14.50,0.02,0
O,40,9.40,10.00,13.13,14.65,-0.00,13.13,436.22,3.59,0.00,14.50,0.02,0
R,40,80.00,10.00,15.00,14.83,-0.07,15.00,507.06,123.41,0.05,15.00,0.05,0
T,40,47.90,10.00,14.58,14.63,0.03,14.58,481.45,-200.56,0.03,14.58,0.08,0
L,40,24.40,49.00,15.00,15.07,0.07,0.00,450.81,-194.08,0.05,15.00,0.00,0
S,40,67.90,10.00,14.84,14.52,0.00,14.84,467.66,-221.13,0.08,14.84,0.05,0
R,40,80.00,10.00,14.99,15.08,-0.07,14.99,501.25,189.01,0.05,14.99,0.05,0
T,40,45.70,10.00,14.58,14.69,0.04,14.58,479.66,-215.06,0.03,14.58,0.08,0
L,40,22.30,49.00,15.00,15.12,0.07,0.00,448.99,-209.16,0.05,15.00,0.00,0
S,41,67.80,10.00,15.65,14.64,0.01,15.65,487.60,-222.79,0.08,15.65,0.05,0
R,40,80.00,10.00,14.99,15.31,-0.11,14.99,494.84,338.41,0.01,14.99,0.05,0
O,40,9.60,10.00,13.88,14.31,0.00,13.88,455.83,-1.74,0.00,14.50,0.02,0
T,40,46.00,10.00,14.92,14.58,0.04,14.92,490.68,-222.58,0.03,14.92,0.08,0
L,40,21.60,49.00,15.00,15.15,0.04,0.00,447.53,-91.72,0.00,15.00,0.00,1
S,40,63.00,10.00,15.65,14.83,0.01,15.65,488.48,-224.50,0.08,15.65,0.05,0
R,40,43.90,10.00,30.00,15.17,-0.11,30.00,800.00,297.17,0.01,15.15,0.00,1
O,40,9.90,10.00,15.07,12.85,-0.00,15.07,522.57,11.79,0.00,14.58,0.03,0
O,40,9.40,10.00,13.00,14.16,-0.00,13.00,447.07,-2.42,0.00,14.58,0.03,0
T,40,45.50,10.00,14.92,14.62,0.04,14.92,491.49,-226.43,0.03,14.92,0.08,0
L,40,22.20,49.00,15.00,15.07,0.04,0.00,448.81,-151.68,0.00,15.00,0.00,1
S,40,52.10,10.00,15.30,15.11,0.01,15.30,476.93,-223.64,0.08,15.30,0.01,0
R,40,67.80,10.00,30.00,15.94,-0.07,30.00,800.00,173.76,0.01,15.15,0.00,1
O,40,9.80,10.00,14.57,14.69,0.00,14.57,467.65,-3.93,0.00,14.37,0.03,0
O,40,9.70,10.00,14.14,14.12,-0.00,14.14,470.55,9.21,0.00,14.37,0.03,0
T,40,46.20,10.00,14.92,14.59,0.04,14.92,494.14,-233.51,0.03,14.92,0.08,0
L,40,24.20,49.00,15.00,15.34,0.08,0.00,441.31,-302.30,0.00,15.00,0.00,1
S,40,36.80,10.00,15.30,15.28,0.01,15.30,473.58,-233.92,0.08,15.30,0.01,0
R,40,70.00,10.00,30.00,18.07,-0.10,30.00,800.00,379.38,0.01,15.15,0.00,1
O,40,10.00,10.00,15.34,13.99,-0.00,15.34,505.40,5.20,0.00,14.37,0.03,0
T,40,48.10,10.00,15.30,14.61,0.04,15.30,505.50,-237.42,0.05,15.30,0.08,0
L,40,30.60,49.00,15.00,14.14,0.08,0.00,470.68,-257.60,0.00,15.00,0.00,1
S,40,30.40,10.00,15.30,15.36,0.01,15.30,471.58,-242.62,0.08,15.30,0.01,0
R,40,79.80,10.00,30.00,21.06,-0.11,30.00,800.00,381.72,0.01,14.92,0.00,1
O,40,10.30,10.00,16.57,14.41,-0.00,16.57,534.48,4.39,0.00,14.65,0.05,0
T,40,47.20,10.00,15.30,14.69,0.04,15.30,507.36,-240.19,0.05,15.30,0.08,0
L,40,32.60,49.00,15.00,14.46,0.04,0.00,467.36,-126.33,0.00,15.00,0.00,1
S,40,25.90,10.00,21.06,15.50,0.01,21.06,617.89,-237.87,0.08,21.06,0.01,0
R,40,75.00,10.00,30.00,22.47,-0.12,30.00,800.00,402.09,0.01,14.92,0.00,1
O,40,10.30,10.00,16.61,14.63,-0.00,16.61,542.10,8.81,0.00,14.65,0.05,0
T,40,51.10,10.00,15.71,15.17,0.03,15.71,509.20,-239.46,0.05,15.71,0.08,0
L,40,37.30,49.00,15.00,14.77,0.03,0.00,462.34,-180.05,0.00,15.00,0.00,1
S,40,25.00,10.00,21.06,15.85,0.02,21.06,641.10,-261.01,0.08,21.06,0.01,0
R,40,80.00,10.00,30.00,23.60,-0.12,30.00,800.00,434.41,0.01,14.85,0.00,1
O,40,10.40,10.00,17.06,15.06,-0.00,17.06,554.22,7.52,0.00,15.06,0.05,0
T,40,52.60,10.00,15.71,15.39,0.03,15.71,506.55,-247.68,0.05,15.71,0.08,0
L,40,42.50,49.00,15.00,14.87,0.07,0.00,460.97,-329.90,0.00,15.00,0.00,1
S,40,22.90,10.00,23.97,16.87,0.03,23.97,720.76,-297.59,0.08,23.97,0.01,0
R,40,18.60,10.00,30.00,24.10,-0.12,30.00,800.00,453.03,0.01,14.85,0.00,1
O,40,10.60,10.00,17.93,15.80,-0.00,17.93,569.17,2.81,0.00,15.06,0.05,0
T,40,54.60,10.00,15.71,15.08,0.03,15.71,516.40,-259.70,0.05,15.71,0.08,0
L,40,44.10,49.00,15.00,14.93,0.04,0.00,460.37,-166.75,0.00,15.00,0.00,1
S,40,15.50,10.00,23.97,18.22,0.07,23.97,726.85,-447.00,0.08,23.97,0.01,0
R,40,11.70,10.00,30.00,24.50,-0.12,30.00,800.00,464.59,0.01,15.05,0.00,1
O,40,11.00,10.00,19.65,16.30,-0.00,19.65,613.31,18.82,0.00,15.27,0.05,0
T,40,58.50,10.00,20.16,15.23,0.03,20.16,632.50,-262.59,0.05,20.16,0.08,0
L,40,45.00,49.00,15.00,15.05,0.03,0.00,457.47,-198.86,0.00,15.00,0.00,1
S,40,12.50,10.00,23.97,19.37,0.08,23.97,730.23,-411.91,0.08,23.97,0.01,0
R,40,9.00,10.00,25.88,24.15,-0.12,25.88,800.00,473.05,0.01,15.05,0.00,1
O,40,11.40,10.00,15.27,16.94,-0.00,15.27,501.71,9.79,0.00,15.27,0.05,0
T,40,62.30,10.00,20.16,16.78,0.03,20.16,620.51,-254.66,0.03,20.16,0.08,0
L,40,44.70,49.00,15.00,15.07,0.03,0.00,456.60,-216.40,0.00,15.00,0.00,1
S,40,10.40,10.00,23.73,20.34,0.08,23.73,725.26,-416.45,0.08,23.73,0.01,0
R,40,6.30,10.00,14.64,24.07,-0.11,14.64,553.72,475.68,0.01,15.05,0.00,1
O,40,11.90,10.00,15.27,17.46,-0.00,15.27,478.62,14.81,0.00,15.27,0.05,0
T,40,62.50,10.00,20.39,17.52,0.03,20.39,626.79,-277.25,0.03,20.39,0.08,0
L,40,44.40,49.00,15.00,15.27,0.03,0.00,451.09,-222.23,0.00,15.00,0.00,1
S,40,7.60,10.00,23.73,20.87,0.07,23.73,731.26,-423.46,0.08,23.73,0.01,0
R,40,5.70,10.00,15.16,23.52,-0.07,15.16,526.92,362.67,0.03,15.16,0.00,0
O,40,15.50,10.00,16.94,16.36,-0.01,16.94,538.10,27.06,0.00,16.94,0.03,0
T,40,68.00,10.00,20.39,18.31,0.03,20.39,622.82,-273.14,0.03,20.39,0.08,0
L,40,42.60,49.00,15.00,15.17,0.03,0.00,452.09,-230.42,0.00,15.00,0.00,1
S,40,8.60,10.00,22.31,21.44,0.08,22.31,695.75,-467.41,0.08,22.31,0.03,0
R,40,6.30,10.00,15.16,22.67,-0.02,15.16,500.58,235.17,0.03,15.16,0.00,0
O,40,21.50,10.00,16.94,15.59,-0.01,16.94,561.53,29.10,0.00,16.94,0.03,0
L,40,39.60,49.00,15.00,14.95,0.03,0.00,456.90,-235.30,0.00,15.00,0.00,1
T,41,80.00,10.00,20.39,18.63,0.03,20.39,626.97,-268.74,0.03,20.39,0.08,0
S,40,9.50,10.00,22.31,21.46,0.07,22.31,700.26,-444.03,0.08,22.31,0.03,0
R,40,7.10,10.00,14.98,19.08,0.01,14.98,545.89,224.23,0.07,14.98,0.00,0
O,40,32.00,10.00,18.75,16.57,-0.00,18.75,591.13,7.32,0.00,18.75,0.03,0
T,40,80.00,10.00,21.60,19.02,0.03,21.60,658.62,-295.21,0.03,21.60,0.08,0
L,40,35.50,49.00,15.00,14.84,0.07,0.00,460.16,-373.36,0.00,15.00,0.00,1
S,40,11.20,10.00,22.31,21.35,0.06,22.31,708.26,-429.88,0.08,22.31,0.03,0
R,40,9.20,10.00,14.98,17.81,0.07,14.98,555.15,44.10,0.07,14.98,0.00,0
O,40,55.80,10.00,18.75,17.89,-0.00,18.75,569.24,13.35,0.00,18.75,0.03,0
T,40,80.00,10.00,21.60,19.64,0.03,21.60,657.47,-297.65,0.05,21.60,0.08,0
L,40,33.20,49.00,15.00,14.82,0.02,0.00,461.47,-161.98,0.00,15.00,0.00,1
S,40,37.40,10.00,18.64,21.59,-0.06,18.64,611.62,8.63,0.08,18.64,0.07,0
R,40,14.10,10.00,14.98,18.94,0.12,14.98,509.20,-81.38,0.07,14.98,0.00,0
O,40,57.00,10.00,18.75,17.84,0.01,18.75,575.60,-15.15,0.00,18.75,0.03,0
T,40,80.00,10.00,22.14,20.32,0.04,22.14,665.06,-320.87,0.05,22.14,0.08,0
L,40,24.10,49.00,15.00,14.85,0.02,0.00,461.64,-231.48,0.00,15.00,0.00,1
S,40,45.20,10.00,18.64,21.97,-0.14,18.64,584.61,102.77,0.08,18.64,0.07,0
R,40,25.70,10.00,14.91,18.02,0.14,14.91,508.43,-74.82,0.07,14.91,0.00,0
O,40,56.90,10.00,20.21,18.07,0.02,20.21,613.12,-45.70,0.00,20.21,0.05,0
T,40,80.00,10.00,22.14,20.58,0.04,22.14,668.82,-319.58,0.05,22.14,0.08,0
L,40,20.10,49.00,15.00,15.09,0.02,0.00,456.23,-239.03,0.04,15.00,0.00,0
S,40,46.00,10.00,18.07,21.83,-0.17,18.07,554.11,134.79,0.08,18.07,0.07,0
R,40,47.10,10.00,14.91,17.97,0.14,14.91,491.72,-93.79,0.07,14.91,0.00,0
O,40,55.10,10.00,20.21,18.74,0.07,20.21,608.00,-210.90,0.00,20.21,0.05,0
L,40,16.20,49.00,15.00,15.09,0.02,0.00,455.92,-222.58,0.04,15.00,0.00,0
T,40,80.00,10.00,21.09,21.03,0.04,21.09,638.66,-320.44,0.07,21.09,0.08,0
S,40,44.90,10.00,18.07,21.11,-0.22,18.07,551.06,320.67,0.08,18.07,0.07,0
R,40,48.70,10.00,15.09,17.09,0.15,15.09,501.65,-132.02,0.07,15.09,0.04,0
O,40,55.70,10.00,21.34,19.17,0.08,21.34,634.68,-188.31,0.00,21.34,0.07,0
T,40,57.10,10.00,21.09,21.34,0.03,21.09,630.98,-317.58,0.07,21.09,0.08,0
L,40,8.60,49.00,15.00,15.07,0.01,0.00,455.82,-201.14,0.04,15.00,0.00,0
S,40,43.90,10.00,18.07,20.39,-0.23,18.07,552.02,296.48,0.07,18.07,0.07,0
R,40,48.50,10.00,15.09,16.65,0.15,15.09,501.39,-161.63,0.07,15.09,0.04,0
O,40,54.60,10.00,21.34,19.57,0.08,21.34,637.00,-205.68,0.00,21.34,0.07,0
T,40,60.50,10.00,21.09,21.52,0.03,21.09,624.91,-311.68,0.07,21.09,0.08,0
L,40,5.00,49.00,15.00,15.06,-0.00,0.00,455.61,-177.55,0.04,15.00,0.00,0
